,F3 alpha,F3 beta,F4 alpha,F4 beta,C3 alpha,C3 beta,C4 alpha,C4 beta,Fp1 alpha,Fp1 beta,Fp2 alpha,Fp2 beta,O1 gamma,O2 gamma
144,-1.0496629408736905e-07,-4.201866677267548e-08,-9.37582130180536e-08,5.088439743923315e-09,-7.048701094729788e-08,-3.11341441586942e-08,-1.5056696215268547e-07,-3.279995463322114e-08,-2.9576070616158967e-09,-1.8183866591122213e-09,-1.5682604382620708e-07,9.760011536058124e-09,-3.8960024797816525e-09,-1.1153570275404493e-08
145,7.692349224261343e-08,3.5132230337481425e-08,1.7016005188804306e-07,1.9949585063891758e-08,1.1928109056424208e-07,4.6716144421072174e-08,1.298138127654672e-07,8.063791001172331e-09,2.4133833807355654e-09,1.1822623849718254e-09,1.5498672047389503e-07,3.545254287630747e-09,3.005936613969976e-09,-4.115305806209159e-11
146,2.81751400640194e-08,1.2588926943691984e-08,-2.3619549143559502e-08,-2.1586900001357127e-08,-2.5787383103902876e-08,-1.4051816957622692e-08,-4.120744794193956e-08,7.593291640649812e-09,2.6419820306138973e-10,4.116807092205775e-10,-3.9544069322645397e-08,4.865224824153948e-09,-7.040874550418536e-10,7.523303473459744e-09
147,-2.6507169661400652e-08,-2.531350400056111e-08,4.433450021960549e-09,1.3283970899934792e-08,-3.404473660728553e-08,-3.3733904084847445e-09,6.82028978172004e-08,-9.480538064354186e-09,1.0395088184390142e-09,-6.501866847891517e-10,-2.1953679158703997e-08,-1.8421372778531582e-08,-3.6677805089046097e-09,-1.37916138068437e-09
148,1.7853335367143498e-08,2.9714146800773468e-08,7.502412362393333e-08,1.920695704895835e-08,-2.5742242980238597e-09,2.979276092831395e-08,-2.5447229545985857e-09,1.2306901106397485e-08,-4.074560302133018e-10,4.757274990555689e-10,1.4154267204887254e-07,2.1057139680951696e-08,2.3878059215733855e-09,-2.4046206495214287e-08
149,1.4416493862101214e-07,4.2580127746562026e-09,6.849917100838147e-08,-2.990160846693142e-09,9.561131875980505e-08,-2.2422963007750262e-08,6.17710816879785e-08,9.428545008108031e-09,2.7101015997995676e-09,4.991272091934649e-10,6.73625768081149e-08,5.880696213112235e-09,3.6419709528940796e-08,3.916127372932233e-08
150,-6.517793441249938e-08,-4.127403712849353e-08,-8.902357247306778e-08,8.959529068635885e-09,-6.683324171035481e-08,-3.17580961373667e-08,-5.170762255124887e-08,1.7482099991302265e-08,-2.7475114693196397e-09,1.81907936599947e-10,-9.678151181065374e-08,-2.3360355929205946e-08,-4.095908008131644e-08,-8.30456524798191e-09
151,-1.4702932899164234e-07,-1.4182813372753675e-08,-1.4716532321893334e-07,-4.4796383553286394e-08,9.09241854379592e-09,2.087369781432995e-08,-5.18135826874342e-08,-2.5991123965851236e-08,1.3988904025329015e-09,1.0552971269253923e-09,-1.242185486051366e-07,-3.993412558918831e-08,7.844025078893992e-10,-1.2240451163189244e-08
152,1.2554326334578424e-07,-4.249050847714635e-10,1.2528430443976375e-07,1.2264079972734936e-08,8.68801516738289e-08,4.5722001238912744e-09,1.0579276680113015e-07,-1.20617305268964e-08,-2.163269712534324e-09,-1.4556474986358051e-09,1.9084704359120609e-07,2.5108305290430842e-08,2.1511298050871084e-09,5.80365167308532e-10
153,-1.371612238087968e-07,-6.828820918273068e-08,-1.2988228840013602e-07,-1.0899354138748004e-07,-1.2694005700763255e-07,-4.039982262105822e-08,-1.559241919417737e-07,-7.172339350730199e-08,1.467772924813308e-10,-1.3795697686555841e-11,-2.2982258057273326e-07,-8.294375886010915e-08,8.777187900018055e-10,7.726368795042226e-09
154,-5.069154828380193e-08,4.120863674349095e-08,-3.067430359278422e-08,6.644870246906601e-08,-1.0180278113973804e-07,-1.7901477379689423e-08,-6.578022718470889e-08,9.98619072368689e-09,3.0246009000860677e-09,7.223695663615068e-10,-6.659110515687458e-08,3.466137183211918e-08,3.3595710585810668e-09,8.485213041592376e-09
155,2.3654607676218046e-07,9.335392183779568e-08,1.69808822131736e-07,9.023476143432508e-08,1.817649769615711e-07,7.04273281959516e-08,2.084734001530077e-07,1.2802344004906887e-07,-1.4491296189990981e-09,-3.644662733212018e-10,2.8988382006864835e-07,1.1336797120255059e-07,2.620750612668289e-09,-8.864554906875645e-09
156,-1.6489375026794475e-07,-9.537845970407235e-08,-1.0890488326334807e-07,-7.470027679917458e-08,-1.044018283642562e-07,-6.671268195752831e-08,-9.165880724177415e-08,-8.284634356865917e-08,-8.106719145064201e-10,6.126890287716777e-10,-1.696713507083147e-07,-1.0406654277958684e-07,-1.9459254086172354e-09,-4.088140311792748e-09
157,1.0492870560301859e-07,6.796555642259876e-08,2.0210839327851745e-07,4.1259072382384245e-08,6.573308927637736e-08,2.8095859689673496e-08,5.1872079257288685e-08,1.8480033598550857e-08,-3.020160752685421e-09,-2.0209282099767794e-09,1.9574563737381196e-07,8.439360931828463e-08,9.777438881196757e-09,-8.955629465948705e-09
158,1.2701579108352318e-07,3.824876491460895e-08,3.964694310604201e-08,6.666436629887278e-08,4.3736601898932216e-08,4.458014678027928e-08,8.379312871973249e-08,5.00488882579491e-08,3.1100096711921406e-09,2.1365894308624252e-09,7.037777180007885e-08,4.2082599245065996e-08,-1.3440689062131944e-08,-4.2480863841994255e-09
159,-1.3572851167529107e-07,-1.2106149499137855e-08,-2.217290628645262e-07,-4.827129167637312e-08,-1.917505519403593e-08,-1.3816582112536294e-08,-1.7682244322228226e-07,-4.8496936488808076e-08,1.3171207405509202e-09,-8.872012260135383e-10,-2.1644856847489728e-07,-3.532332105868248e-08,4.5661903427239055e-09,2.4676715482472715e-08
160,-5.350419701495196e-08,-3.982476615892365e-08,1.296823585786292e-08,-3.5249336250136586e-08,-1.1134573055188765e-07,7.871402255276428e-09,-1.9715027830192397e-08,-2.4109513891834044e-08,6.217000241628581e-10,3.818835380267418e-10,-2.5707324938143468e-08,-4.494630990228171e-08,-4.458843570549437e-09,-2.0923573522475487e-08
161,1.0478124385416254e-07,1.8367453899318088e-08,7.433049976826926e-08,2.1497334675824558e-08,1.7042966493926988e-07,2.5817941186505132e-08,1.3472919813565486e-07,3.8603522588923624e-08,-2.0845250565668646e-09,-6.846285678274959e-10,1.1624726175162116e-07,3.898715433244577e-08,1.591617086457456e-09,-8.570163455548727e-10
162,1.194622991453433e-07,-5.501698939962238e-08,1.8672640273486938e-07,-2.5984331499079154e-08,4.846437442580414e-08,-4.023414770026148e-08,1.5567946224644186e-07,-2.5798820086996174e-08,-3.5374774834199427e-10,-3.728588106630882e-10,1.3815594717429813e-07,-7.345686248709991e-08,3.014989081661278e-09,-1.2214411444596185e-09
163,-1.9748814715273516e-07,8.424297620281239e-08,-3.051735184029201e-07,2.7697773155701234e-08,-1.6476918906575833e-07,4.761596508794143e-08,-2.2220169606256824e-07,1.684626825901056e-08,6.427933856093882e-10,-2.060558233670151e-10,-3.1788199963304276e-07,5.881219281775728e-08,2.660581493254038e-09,1.1955679526051527e-08
164,7.697676127429458e-08,-4.845760018699464e-08,1.3518802295975004e-07,-1.339592500106093e-08,5.9157872103947524e-08,-2.725072006902152e-08,9.081953245507365e-08,1.5921196760590327e-08,-2.442648540768708e-09,3.3581154093970673e-10,1.7262751072464076e-07,-1.5994939029768198e-08,4.665038211082012e-09,-1.0384767685003007e-09
165,-1.0659080635627516e-07,-5.161378480233979e-08,-1.0797534725093337e-07,-7.853681328179936e-08,-5.593528811844651e-08,-4.1212964388783856e-08,-1.598734565551954e-07,-7.550663188691024e-08,1.883818387566589e-09,-3.5577083783763006e-10,-6.874332682101015e-08,-5.7714357363754846e-08,-1.0725500178349734e-08,-1.1484320864574687e-09
166,5.6193245978484534e-08,4.815841570052575e-08,4.4662765908579766e-08,6.503777330794173e-08,3.538993400159719e-08,2.640178699977385e-08,1.0268656810968672e-07,4.8577454058014515e-08,1.0120023987812343e-09,6.710235206702806e-10,-1.9514570661208733e-08,4.4988847871730344e-08,-4.792154090120168e-09,-5.397772861259031e-09
167,-2.163567146966404e-08,4.8521947422094e-08,-1.3560677728943974e-08,4.1124862256615125e-08,-7.103107869262026e-08,3.804273852948926e-08,-5.046791357782187e-08,1.995167363719937e-08,-4.3138790013116587e-10,-9.579580759981e-11,3.11752679234926e-08,5.197497640813029e-08,7.021285909366196e-09,1.3833546493055232e-08
168,7.388789763858633e-09,-7.929930000033229e-08,6.061570762757084e-08,-2.9371117944312017e-08,7.88739210290083e-08,-4.42059747570187e-08,9.586498685444714e-08,-9.319882538192946e-09,-3.388685650312364e-10,-7.919132547579842e-11,-4.51929212142486e-08,-5.9558566814190824e-08,-2.552434416699442e-09,-1.1281335478179223e-08
169,1.2490676278651536e-07,5.6031964578277364e-08,1.07520363070488e-07,2.1977902756251677e-08,-1.4468553129594635e-08,-7.08691897103162e-09,3.717830056495106e-08,1.6076246962740477e-08,1.0164396762472065e-09,5.170893578357314e-10,1.9099695730659485e-07,5.156845806684805e-08,-1.5511706231728423e-09,-7.570174264312848e-09
170,-2.2439822289504318e-08,-4.9033147499462394e-09,-7.813707108965927e-09,-2.3805128116749107e-08,6.971489680323791e-08,3.9846318731629883e-08,1.4074092680483849e-09,-5.875549660297655e-09,6.950493372308441e-10,5.892556026721504e-10,3.462614735642019e-08,-5.139210802450607e-09,1.3780979307783089e-08,-1.956969542904698e-09
171,-2.365073853277174e-08,7.94210009755465e-09,-3.1135100654399006e-08,2.4928550512847103e-08,-6.171993484218867e-08,-1.2380394031569289e-08,-6.218563383161461e-08,4.303374480483258e-09,-2.2545948887160828e-09,-1.5026356049656404e-09,-8.065998935445001e-08,1.3773553160263973e-08,-1.1205394899497139e-08,2.6741131336072814e-09
172,-1.4484687893655671e-07,-5.6385934553065397e-08,-8.535053330965478e-08,-3.595628657438401e-08,1.0246395294208809e-08,-2.177647795478363e-08,-2.4992735443000735e-08,-3.4811826814053433e-08,-1.0834125206270502e-09,5.788936077266935e-10,-1.0554695301463418e-07,-6.095561025313351e-08,2.354397375002529e-09,6.5609510628106405e-09
173,1.3430014907998044e-07,2.7583177197979747e-08,7.850694909414331e-08,5.041156520129327e-09,3.575322630395826e-08,-1.599275218274038e-08,4.265611802231008e-08,-6.548538867427698e-09,2.2999349726077253e-09,1.819283563178431e-10,8.546436116084048e-08,1.4929481236111485e-08,4.7456589049234985e-09,4.239397490043657e-09
174,-3.414330512328398e-08,3.282057190568186e-08,-5.320365971340792e-08,3.154298441979683e-08,-4.468744978046343e-08,4.153982758232983e-08,-4.0501442589613634e-08,4.0332642088475344e-08,2.787007563078363e-10,3.8686945057113917e-10,-5.1089491572417305e-08,2.816334325805699e-08,-2.2918475526895725e-09,-1.3914051194731041e-08
175,-2.912728409628504e-08,-4.7125841409140075e-08,4.9834935967224605e-08,-3.852135960900648e-08,6.081437071384089e-09,-2.2322757335858145e-08,3.0003719282987046e-08,-2.604587841563399e-08,-1.7885794599055253e-09,-4.602854219961486e-10,2.9566770922003078e-08,-4.2966989156527596e-08,-2.9618964975017454e-09,2.881071601971567e-08
176,-2.6567807620647753e-08,-3.2346060913922904e-08,-1.3348965076767238e-07,-4.355855942988036e-08,-2.3305676302964488e-08,-2.6356588875873913e-08,-9.62048640152581e-08,-4.724398055915196e-08,1.365008736897409e-10,5.704032485551768e-10,-1.3076176234684085e-07,-4.906270131253147e-08,-6.980021766151699e-09,-1.984359202633117e-08
177,-2.5419147851877454e-08,4.3589782409959604e-08,4.413787694774124e-08,6.010997291916834e-08,-1.9135171611533605e-08,-2.2133406370603143e-09,6.987168108136396e-08,4.8004699129978085e-08,4.452178378326517e-10,-7.63870320937518e-10,4.1322080199923555e-08,5.407155603515877e-08,-3.258640415866933e-08,-1.324307287352419e-08
178,-1.0883790392266696e-07,-3.40009469549986e-08,-2.704102849823671e-07,-9.963745127652827e-08,-8.173026351049665e-08,-1.5897970372918716e-09,-1.2110046801136114e-07,-4.783176893722693e-08,2.734370777240298e-09,5.267977737313507e-10,-1.4790846548719445e-07,-3.4923971526120264e-08,2.81551122573196e-08,2.1395619648085256e-08
179,1.5132983052551378e-07,6.32821089607934e-08,2.6044237605410805e-07,8.413629347338642e-08,1.362191304706138e-07,5.1672305144714384e-08,6.550328864936906e-08,-2.0010019793042572e-08,-3.1342635699427648e-09,1.256553500755392e-11,2.0461703211516516e-07,6.52724222978486e-08,1.1334157670572168e-08,3.909203102390007e-09
180,-4.764626524139024e-08,-3.6079870641002606e-08,-2.394672937464011e-08,3.1880917663957323e-09,-6.450821675401256e-08,-4.5100510117711544e-08,-1.577254812467703e-08,6.979730196212586e-08,1.7941479119469475e-09,2.9705472900181774e-10,-1.9931373452008255e-08,-9.780326993993845e-09,3.905530395583176e-09,-1.3651472055199381e-08
181,-1.8476248542967296e-08,-4.887408663215765e-09,-5.511044588541329e-08,2.2195218299014955e-09,3.65778277478224e-09,7.015572735305677e-09,-3.4776312250895354e-08,-8.72417882764162e-09,-1.5845426313871934e-09,-4.857004098660992e-10,-4.879388062292913e-08,-1.8405339850974788e-08,-5.978763143749426e-09,1.1841073167218291e-08
182,1.3115094263982773e-07,7.689951493050886e-08,1.1029213644614076e-07,8.899985734159325e-08,1.4277035010293944e-07,5.3937601687156416e-08,1.3211796137718415e-07,1.0262864380360481e-07,-8.842691464736964e-10,-5.056908925857877e-10,4.8683981579175975e-08,6.57155747736054e-08,-1.5715055419337174e-09,-1.0086353271938206e-08
183,-4.3758832651352475e-08,-3.108360641542826e-08,8.458615869164463e-08,-5.189437940361156e-08,-8.33785168146915e-08,-3.561976311624479e-08,-2.8568693994830337e-08,-8.470480859635092e-08,2.2829094631393196e-09,2.0340993173318275e-10,6.338394187160765e-08,-3.0755765399433615e-08,4.5033211147487135e-09,-6.049576504986177e-09
184,2.810159886418332e-08,-2.5877919727219014e-08,-3.7970187106564294e-08,-1.9107493181381334e-08,7.360148985042037e-09,9.056541573390166e-09,4.2959195984831225e-08,7.342237066355268e-09,-2.335737825611538e-09,1.785910613895245e-10,2.5810281878251198e-08,-7.650323483688604e-10,7.673964702761524e-10,2.6191861179300678e-08
185,-3.19735977446215e-08,-1.3457845593994776e-08,-5.1223747783905075e-08,-4.040282517195035e-08,6.05417927656568e-09,-1.901865283490051e-08,-4.816912592776621e-08,-2.022198299238727e-08,3.1410502501109436e-09,3.196871730628384e-10,-1.0393256186489635e-07,-5.140545464678977e-08,5.688221609244263e-09,-6.052691628400635e-09
186,-6.662828656421856e-08,-7.283466644234907e-09,-7.69040177701272e-08,2.390558561121752e-08,-6.402989853419361e-08,-6.801442010982329e-09,-7.64871979746701e-09,-5.854047681477071e-09,-2.956745465086912e-09,-8.471834709540305e-10,1.4363509148121511e-08,4.1685798915410425e-08,-3.085590820778521e-11,-1.2262236733272874e-08
187,8.758362954151772e-08,3.666628925293641e-08,8.797100009876112e-08,-5.109641237569375e-09,5.297993247206398e-08,4.571593155434494e-08,2.4918834187774773e-08,3.376099708916879e-09,-1.3029466322753457e-10,-7.427110604535542e-11,9.730085970002699e-08,9.929993511450934e-09,-1.371595559190727e-08,1.1136794172933277e-08
188,-5.7921577727367535e-08,-3.35023470348825e-08,-6.886123182693425e-08,-3.1033457569548675e-10,-4.03721358378913e-08,-2.606498353963663e-08,-7.82956555903821e-09,-1.2437414148678825e-08,6.762773225956474e-11,-6.022437391449953e-11,-9.525292224719158e-08,-3.68194377962663e-08,3.6942614308140077e-09,-1.790374971751398e-08
189,1.1296298794475262e-07,3.905941611585109e-08,7.764254168740896e-08,1.9930319749857932e-08,8.404026796444408e-08,4.0406039524807394e-08,-2.467560299853469e-08,-1.0906665365566361e-08,2.450518500737053e-09,6.862352098168076e-10,7.522873053647957e-08,2.9534216535407237e-08,-8.346705424886341e-09,1.6049587482841055e-08
190,-2.3566828812731215e-07,-5.5447180542288285e-08,-2.495637701506721e-07,-9.325613978812147e-08,-1.0690050919577191e-07,-4.4029088045828696e-08,-1.552668051319693e-07,-3.3576701852122316e-08,-1.2795015879898508e-11,8.957234204442021e-10,-2.30558974086949e-07,-8.229537931175978e-08,6.893823587474174e-09,1.408968554369222e-09
191,1.507177849989811e-07,4.081822917309944e-08,3.266182313265262e-07,1.2575457182052387e-07,1.2994620960537925e-07,1.4333958760949008e-08,2.5492379150526717e-07,8.352208666046336e-08,9.301333770049419e-10,-1.7004035992487912e-10,2.2946694159691783e-07,9.374296705035068e-08,3.855775401259293e-09,-1.2814228149961606e-08
192,2.628884681888605e-08,4.602540953806398e-09,-1.2716407921923794e-07,-6.150506465444769e-08,-6.949658962347633e-08,-1.7828122835845895e-09,-9.799715932113888e-08,-4.943089602123826e-08,-2.5458958963208255e-09,-1.4284057803036862e-09,-7.226240316536817e-08,-3.16182149019272e-08,-1.752640055991633e-08,1.4393102350554524e-08
193,-1.1737342490941386e-08,7.074811885406864e-09,8.630694554543259e-08,4.312320426605802e-08,-4.3747240670667726e-09,1.8339959556282004e-08,8.086365425791203e-08,4.403995150268867e-08,-2.6068056122277e-10,6.581652800973129e-10,4.427204226093633e-08,3.338863614931354e-08,1.2636556512117622e-08,-1.101248787207201e-08
194,-5.7716832751682785e-08,-5.355044399482751e-08,-4.5878228503279285e-08,-3.47806741822143e-08,-6.740919159201339e-08,-5.924371299960342e-08,-1.920277466199579e-08,-1.1317312651070234e-08,2.041081923223255e-09,1.0143816324949496e-10,-5.367396303444329e-08,-4.674054515117033e-08,8.368852122870212e-10,4.66493535893496e-09
195,9.907759788523165e-08,2.307605179466398e-08,5.4073283979806955e-08,4.634722703889086e-09,1.2684751143552684e-07,4.101792680535217e-08,5.3613018544208005e-08,1.587656651797366e-08,-3.071200909579544e-10,6.463932842073599e-10,1.7276309136033155e-08,8.481494032401738e-10,4.369322422137409e-10,-8.482163156047674e-09
196,3.9147648356311657e-08,1.7824293495062344e-08,7.535128616547134e-08,3.557942773102176e-08,-6.050140977137138e-08,-1.0056970945720596e-08,2.1382855496793824e-08,-1.5576670826410542e-08,-1.1313533260210834e-10,-1.9367102443329576e-13,1.3134683046433884e-07,4.779896045766937e-08,1.826004669493452e-09,3.615409069640493e-09
197,-9.989332357933752e-08,-2.6867529049541294e-08,-1.3461261354125388e-07,-4.1936492322651834e-08,-6.433505536847573e-08,-8.42255154103451e-09,-1.8491605966376523e-07,-4.0914610939823184e-08,4.4074543646354894e-10,1.8207119792452399e-10,-1.3790400686047524e-07,-4.53829799974473e-08,-9.17753440356104e-09,-7.61789741310873e-09
198,1.280431375616341e-07,5.770326598872543e-08,1.097963657603569e-07,3.5657561417120246e-08,1.3922751062648182e-07,2.5103667782436746e-08,1.5806144695775908e-07,3.41857199189858e-08,-1.62589246269474e-09,-4.526722382945501e-10,1.8340079447887874e-07,5.345723656942553e-08,9.825873404796293e-09,9.118625989658817e-09
199,-1.5630525929813867e-07,-4.426890951308962e-08,-9.810695537241473e-08,-7.860283378175948e-09,-1.3210701860243846e-07,-4.235522667325387e-08,-1.450458711149983e-07,2.1380780778269298e-08,9.085560470132349e-10,4.0647623970665924e-10,-1.8555580741613065e-07,-4.721574260288978e-08,6.145490627517276e-09,-4.6746933287050536e-09
200,3.8263902458648356e-08,-3.4279756312252054e-08,-5.880079053079051e-08,-7.073963703719392e-08,2.1341364640608833e-08,-9.753137268032514e-09,3.943359569942124e-08,-7.132504943793058e-08,3.873410087437976e-10,-8.556877096094166e-10,-2.723618163341028e-08,-4.4896389608646994e-08,-8.301890690316884e-09,1.2114532061295603e-08
201,1.1579501065729891e-07,5.702069699723135e-08,2.3352193983390516e-07,9.237974450132855e-08,4.5146555933876245e-08,2.3267685068813872e-08,1.3200298050839653e-07,7.550978515279056e-08,-1.267820622337388e-09,-4.144519357896869e-11,1.3940273121721157e-07,6.906420197161368e-08,-1.880206664106925e-09,-6.382245847198371e-09
202,-1.5910218866022813e-07,-3.5904774217304386e-09,-2.4501763736974556e-07,-2.191673014909875e-08,-6.123174873427382e-08,-1.883028450410968e-08,-2.3300203470632058e-07,-7.4067548471959e-08,5.8087673057529117e-11,1.4669573356942573e-09,-2.0567410476069525e-07,-5.277470567175092e-09,7.184005190049499e-10,-3.4423252187825525e-10
203,-1.4847878114072626e-08,-4.163336841047609e-08,2.5869682946213012e-08,-2.1123493159869136e-08,1.1604982441896056e-09,2.387392873900303e-08,9.646246145417206e-08,5.612967718343238e-08,5.577331027584894e-10,-1.6075262567262038e-09,2.511073055086755e-09,-4.1736292203094696e-08,-7.5989982989069e-09,2.468271722425873e-09
204,2.4270115115206664e-08,4.0258270930994184e-08,6.488996143713132e-08,3.756888376643912e-08,2.413110451185735e-08,1.8637520039667586e-08,1.0606614890421801e-07,3.5917907004117134e-08,-1.6727197807065345e-11,6.556868606281567e-10,1.0863914285350151e-07,6.463037877397862e-08,4.480558191759829e-09,1.0380436285252612e-08
205,-6.781162455595619e-08,-8.238672735502138e-08,-1.2662282322098044e-07,-1.2938537771945068e-07,-4.428696030142276e-08,-6.95396481591384e-08,-2.0356950408217224e-07,-1.3432888133416594e-07,3.2077235970344757e-10,1.9557351199785976e-10,-1.0895071223464398e-07,-1.2915458879702278e-07,4.149912951871445e-09,-2.337266473198633e-08
206,1.8532884940827563e-08,4.4075083439418914e-09,-1.812697563410404e-08,4.479344191233409e-08,-4.018300144448132e-08,1.867787353892298e-09,4.204714119149933e-08,6.037897792654569e-08,-1.4338798273766793e-10,-4.534272277094319e-10,2.012826057693936e-08,5.1993965658960744e-08,1.2085086440177467e-09,8.306608540778264e-09
207,2.013276981128141e-07,5.766140530998467e-08,1.9458844632592488e-07,6.094066031937322e-08,1.347728696840539e-07,5.111212788679746e-08,1.5007983105336202e-07,3.833194772391838e-08,-2.0461563491319666e-09,5.078241486588621e-10,1.9385725384685283e-07,4.444971680365492e-08,-4.39995551245602e-11,5.68779682494421e-09
208,-6.118606432755989e-08,-5.321405626753479e-09,-7.36227621747781e-08,-4.2985511386357666e-08,-2.1448064191763857e-08,2.6556772538294955e-08,-5.4235235092155346e-08,-2.5122847994653386e-08,5.729882311020166e-10,-6.913483373150405e-10,-5.34477840734682e-08,-1.446766641227469e-08,-4.8579876769824676e-09,-4.483945686170245e-09
209,1.1453519553310707e-08,8.487453626991778e-09,1.1442351444588363e-07,5.4490997981390475e-08,3.984182120497118e-08,-1.1504533410441173e-08,6.324858222074804e-08,2.7565979739831836e-09,2.046585895514382e-09,1.277582553774569e-09,2.204130285747341e-09,3.25834855693577e-08,2.0239122545745534e-09,2.1911062922063638e-09
210,-1.6085243664308053e-07,-4.742344399647181e-08,-2.944394875497601e-07,-4.4376663364599644e-08,-7.320833752579046e-08,-2.213836567418597e-08,-1.2696851615605258e-07,2.308720203065425e-08,2.011211505898205e-09,-2.522513530037922e-10,-1.3673742727611427e-07,-2.491615156778239e-08,8.067311004982334e-09,1.071554390764024e-08
211,1.3739130263868158e-07,2.4820156248600378e-08,2.2021042686777583e-07,-5.222529838387581e-09,2.3660971194847733e-08,-3.872447040200633e-09,5.1067496335630336e-08,-3.807677303446608e-08,-3.4227968677689344e-09,-1.2557818985012963e-09,1.3837782173823287e-07,-2.1933115714176444e-08,5.056977017730239e-09,2.848843725582628e-10
212,1.3017938743425834e-08,-1.0552566018123932e-08,-3.735208229669512e-08,-1.0063491567645145e-08,2.7226573048282866e-08,-1.3544849910947181e-08,-7.431374905125258e-10,8.991899229994373e-09,-8.161687911390288e-10,3.539762883574623e-10,-4.1258945642667394e-08,-2.2502233913964445e-08,-1.2200762536341237e-08,-5.885857161952074e-09
213,-3.2809779509855276e-08,8.124784368536824e-08,4.192894901617136e-08,7.01527120588499e-08,4.958371947346114e-09,6.27865984521517e-08,1.7267050483534162e-08,7.213653497192185e-08,1.7982070277050361e-09,-4.217580888999155e-11,-5.718673571590449e-08,7.889267347082421e-08,2.0041436520067778e-10,-5.80738256129498e-09
214,-1.6251865227305543e-07,-3.400907531331526e-08,-1.158344434921362e-07,-2.3850671303841303e-08,-9.114062221021157e-08,-1.037835747265586e-08,-9.383765083747059e-08,-5.1411050360529203e-08,1.948869314042982e-09,6.931336685254048e-10,-3.488398495041866e-08,-1.1079687227369373e-08,1.4732541003708525e-08,-1.6361277324058952e-09
215,1.3326664745227117e-07,-2.0967107666981032e-08,4.4143426374108205e-08,-2.1322579609875296e-08,1.096425743960162e-08,-3.751767627024187e-08,1.989329205573489e-08,-1.545536781020442e-08,-4.814957093238489e-09,-1.1260353742235706e-09,3.6362021617784474e-08,-3.596009177312002e-08,-1.519530975020335e-08,-4.94814675585177e-10
216,1.5564957553934623e-08,4.674779570708619e-09,1.2808735675832263e-07,1.9530596492442405e-08,4.2425380190076814e-08,-1.8759915003163125e-08,1.4404731730635414e-07,8.116433268327806e-09,2.8889803633061586e-09,-9.097347656433861e-12,4.545393779190893e-08,1.4101325380363274e-08,7.475611848835669e-09,2.0908602951677946e-08
217,1.4172429249185195e-07,5.266140796292896e-08,-2.777117376507429e-08,5.50491883715716e-08,1.2768463598484618e-07,5.421650492701788e-08,8.858208082870194e-09,7.001703339588507e-08,-1.2960932503970678e-09,5.81156661343393e-10,4.659437082688555e-08,6.579821990050946e-08,-1.0064899544635e-08,-2.5234425821317215e-08
218,-2.440907656841032e-07,-8.511837154545546e-08,-1.295617315564975e-07,-6.54336030470748e-08,-2.9896621118876786e-07,-9.151531207046046e-08,-1.299220866285751e-07,-7.76396187926954e-08,5.721900394639018e-10,6.083409727037171e-10,-1.296769948063882e-07,-6.649906252525961e-08,-8.98101136376404e-10,-9.139288070264282e-09
219,2.2084108905005074e-07,5.205336983980586e-08,2.0160415430316337e-07,1.6233639107314898e-08,2.9910416102031887e-07,9.106346256943018e-08,1.8864395943060406e-07,4.01382032296293e-08,-2.211674327586638e-09,-6.55021363397068e-10,1.7615834013455804e-07,3.665565888411434e-09,6.207407080899768e-10,5.598763554409843e-09
220,-1.8044334903107485e-07,4.453098802343567e-08,-1.7440501509621048e-07,6.231033242617872e-08,-1.68124241824423e-07,1.064124522841507e-09,-1.447089787816876e-07,1.9311725099970987e-08,7.106049439356597e-10,-4.0904717884502617e-10,-2.0258113303129894e-07,6.818450922112161e-08,-4.781861248097862e-09,-8.137185770065563e-09
221,2.788602749542237e-08,-1.1910644313755385e-07,1.8654772493885517e-08,-1.313452275152974e-07,2.128730965885016e-08,-5.632015561620704e-08,-2.5895601470406167e-08,-7.240810830247542e-08,3.2512368201127194e-09,-1.219313703350771e-11,5.280439691361687e-08,-1.3506360522215532e-07,1.4294852526305544e-08,2.036152812972718e-08
222,-2.9504700939367985e-08,6.292944518607356e-08,-3.298211775799807e-08,8.719970245425e-08,1.0180786623339512e-08,5.7104180334153946e-08,4.371292063266465e-08,5.605534497546331e-08,-1.493452030414207e-09,2.89340988925836e-10,-1.147321149886082e-08,8.941301608769627e-08,-6.476726107466107e-09,-1.4249125889564176e-08
223,1.3551680006877674e-08,-1.6250224650401695e-09,1.8580894325289092e-08,-4.372939074889223e-08,3.56936412315963e-08,-1.8155897790974508e-08,8.373117792464674e-08,-1.3120013635054821e-09,-4.697336216630791e-10,-2.958592578862393e-11,1.1308802914400325e-08,-1.9374199958293818e-08,1.0792269410372592e-08,6.955863059072855e-09
224,-1.6576483456021328e-07,1.2415411812807761e-08,-1.7833437823869972e-07,1.3550750857933844e-08,-3.3310423758322986e-08,-2.452991083259614e-09,-2.110409140286588e-07,-1.702565370440115e-08,2.0654622857220867e-09,6.74940195467092e-10,-1.5417603637403386e-07,-5.5109452097810406e-09,-2.0578764245229273e-08,2.0759969560061375e-10
225,2.262819234459421e-07,3.3484179602280197e-09,2.349497298350107e-07,9.705408461489723e-09,8.863475647575952e-08,7.94376023504206e-09,1.315349693651447e-07,1.1710540416524153e-08,-4.670993630381688e-09,-9.297112531925276e-10,2.1831540815314756e-07,1.124814166084721e-09,7.432074781931833e-09,4.122096262497015e-09
