,F3 alpha,F3 beta,F4 alpha,F4 beta,C3 alpha,C3 beta,C4 alpha,C4 beta,Fp1 alpha,Fp1 beta,Fp2 alpha,Fp2 beta,O1 gamma,O2 gamma
306,2.407593464556946e-07,1.2489466094802904e-07,2.406915047612314e-07,7.732814352266932e-08,1.1795567207983482e-07,4.05508405433757e-08,1.89115992584452e-07,8.11506164531806e-08,2.534110645241795e-09,1.916689279502618e-09,1.8375197308078513e-07,7.003373653247863e-08,9.318832917339718e-10,3.0158619908296443e-09
307,-1.3336891260991476e-07,-1.0359969599223656e-07,-1.4281350931977605e-07,-1.3362946707454436e-07,-5.019420776819561e-08,-1.7939904712650796e-08,-5.9502839106605805e-08,-9.625982784730771e-08,-1.7877997797638683e-09,-1.8090917721478336e-09,-1.1795564691079067e-07,-1.1347738106711316e-07,-2.5320507660547377e-09,2.972778781227774e-09
308,1.5266520570768517e-07,7.019928427173717e-08,1.9220931716604803e-07,7.579809409519456e-08,7.454209782285286e-08,3.626586424690617e-08,5.748103130890595e-08,2.9828946859007496e-08,1.8647150283795794e-09,1.0233804844274986e-09,1.7885425810407635e-07,6.982305537961211e-08,-1.8214312195008129e-09,1.8070663906599846e-09
309,1.2127546132502107e-08,3.351873148127703e-08,3.612980330081738e-08,7.308995932033707e-08,-2.6713600037618604e-08,-1.3449083320028036e-08,-7.735387876095756e-09,3.738086136358789e-08,6.736242782134973e-10,2.838105784235697e-10,-3.71637976458781e-08,4.4034089220190656e-08,7.801286242028931e-09,7.622825440497875e-09
310,-1.1987600521225738e-07,-3.6116334706563635e-08,-1.3897238902720944e-07,-3.641925937205756e-08,-9.350171757717522e-08,-6.966593559677867e-09,-1.6832046896399463e-08,-1.170598013987449e-09,-4.732763346212413e-09,-1.4830567576786052e-09,-9.594461073149532e-08,-4.165758879046756e-08,-3.4613631802522457e-09,-1.474112181013423e-09
311,6.664372057138807e-08,1.5584213237368987e-08,1.3425128250101563e-08,-2.6291844540441154e-08,7.681258649599226e-08,-3.112613569050118e-09,-6.816290580593177e-08,-2.959187100866136e-08,4.96980222812421e-09,1.428001440771392e-09,2.5786241325421814e-08,1.1207563308793745e-08,8.847912672009563e-09,-4.00815108087138e-09
312,2.2275541015157922e-08,-1.3271291676156567e-08,1.7887747011855553e-08,1.4250587927889662e-10,4.2722715865794274e-08,2.2765433025492623e-08,3.6170856523171317e-08,-1.561135348647686e-09,-1.126900318022971e-09,-5.783144975883876e-10,2.547704092733948e-08,-3.99874648176715e-08,-8.122866158310504e-09,-9.914572843539006e-09
313,-9.025651215485314e-08,-2.3329766675421464e-08,-5.894681066203917e-08,-3.722151620946862e-08,3.0602654262886676e-09,-2.5054619208221887e-08,-1.1152296787558616e-08,-3.140206353514132e-09,-2.213682001304786e-09,-1.9955198419855783e-09,-3.546734279068124e-08,1.7436976978217286e-08,-4.029389056004185e-09,2.0400056886324554e-08
314,5.575666815176398e-08,-5.9033383673741755e-09,1.7904928735528682e-07,4.0910971159995764e-08,-6.044993859980403e-08,-4.678975320394916e-09,9.045996817555202e-08,3.275035491025486e-08,7.130027114418435e-10,1.507404540263e-09,1.1059953939155536e-07,8.889577989946493e-09,3.731696399434654e-09,-1.9721088103243976e-08
315,2.1572614410066213e-08,4.199206400364287e-08,-8.627912545685518e-08,3.551946713318097e-09,4.69223928565302e-08,1.8474613532062966e-08,4.5427249931631094e-08,-1.4047784796640077e-08,-2.241958300383679e-10,7.849083959386049e-10,-1.2143827530330269e-08,2.4971606669244587e-08,-1.7720141608145454e-08,1.40521554176133e-09
316,-5.373701249560459e-08,-3.6222407146245816e-08,-3.725592507781657e-08,-1.7136255253495e-08,-5.449271946242896e-08,-1.1067892070086175e-08,-9.869340833033306e-08,-8.330777269488888e-09,1.7966713320837731e-09,-1.143357958647546e-10,-9.324071809109636e-08,-3.752533383027997e-08,6.266213522986811e-09,4.030633607673578e-11
317,4.789340649939042e-08,2.7979627868051504e-08,-6.21484684670871e-09,2.224919300050198e-08,5.2424167963294404e-08,1.4445333537694164e-08,1.9906129811388503e-09,9.738122866216442e-09,-2.798829554221103e-09,-1.846391565502385e-10,5.9374524190318597e-08,3.2500950430488016e-08,4.42790111324496e-09,1.3924362044214973e-09
318,2.432443553189812e-08,4.741867856930354e-08,4.789457808645415e-08,1.0460036760243553e-08,3.246058710214605e-08,1.3466251405361716e-08,4.239580317704365e-08,2.828912619058005e-08,2.7410444225951924e-09,8.384173664228947e-10,-1.0032232968894055e-08,2.9339647098990332e-08,-8.298433692010416e-10,1.925348937865962e-09
319,1.8776456221153432e-08,-3.391987476844187e-08,8.468903999470881e-08,2.9622656978766664e-08,3.3801559858017e-09,9.567273196365686e-10,1.2417269267491375e-08,-1.8006142531870564e-08,8.667075355437737e-10,-1.4210564243017615e-09,7.820204813757357e-08,-1.6481899031151833e-08,1.468897207812845e-08,2.0047623260426173e-08
320,4.850420383098132e-08,-2.4431235124903016e-08,-8.88241302948243e-09,-5.505542062332305e-08,7.218349186031675e-08,-2.481611151661596e-08,1.7130367501657996e-08,-3.963799806488294e-08,-1.046643375565719e-09,2.4335765504055834e-10,-3.041439834780888e-09,-3.1246264347601006e-08,-1.336474085700309e-08,-2.665046634842824e-08
321,-8.250280676590828e-09,4.157371356094232e-08,-1.254973899736748e-07,4.114704443731555e-08,-8.976689239300864e-08,9.334064048937962e-09,-3.805597621446579e-08,5.457302039999821e-08,-1.567915788198041e-09,-8.34317326104151e-10,-8.956276588452387e-08,3.097275663902902e-08,1.7471035638477543e-08,-6.289770985243556e-10
322,-1.3746552284619468e-07,-5.5222113903935565e-08,-1.4732600026895131e-08,-7.352787459869536e-08,-7.162074537466253e-08,-8.183505114198224e-09,-6.622826438890469e-08,-4.197465215800543e-08,1.0296949030126175e-09,1.1309181402566552e-10,-4.895880673857133e-08,-4.441213541172352e-08,-1.1124670959661134e-08,2.1611971573584443e-08
323,1.1005830186832682e-07,2.532027179918648e-08,4.386231572324361e-08,4.7352336729065346e-08,7.732862828867083e-08,2.895752250467546e-09,5.197851557737351e-08,-3.483996970894961e-09,-1.0137820431273625e-10,1.6724857574614057e-09,7.829049375207936e-08,1.9550010601338037e-08,6.354866606230261e-10,-1.824013439768045e-08
324,-8.956705575702548e-08,-5.29686110879644e-09,-1.4715625743960963e-07,-2.5792101918245663e-08,-7.644582192520262e-08,-1.1628774902338727e-10,-1.0653554569241844e-07,-1.479418415647581e-09,5.746209619626696e-10,-3.1540760681801356e-10,-1.0840137349778224e-07,-6.357998572716814e-09,-3.0805460574412996e-08,1.363420694722122e-08
325,-3.7557750196702436e-08,3.130491097561682e-08,-2.7837387963503664e-09,1.681699324084087e-08,-2.850244793234495e-08,4.8688729320471115e-09,6.974341039374717e-08,2.298320138193932e-08,-2.1833230916957866e-10,-1.1622378935014651e-10,-5.249710659608092e-08,1.2437019712343582e-08,2.991873774508091e-08,-2.19589556653704e-08
326,2.291285936191706e-07,-6.80135983452716e-09,3.350180706795434e-07,3.426535004707995e-08,1.9685021889308178e-07,5.345691117397201e-08,9.739962758223137e-08,1.0135426460283899e-08,-4.2079963599225956e-10,-7.566815690121842e-10,3.2184036506386647e-07,3.195053543939589e-08,-1.5389475357174473e-08,1.0237703358621455e-08
327,-2.494993897579359e-07,-4.0971420426293615e-08,-2.426009749588034e-07,-3.282276892791973e-08,-2.1392635784514023e-07,-7.004709567321009e-08,-1.1160314597860563e-07,-2.3318485177154238e-08,-1.8338309326308863e-09,1.4522295045043433e-10,-2.637372624453338e-07,-7.138541650959286e-08,1.4795428354641436e-08,3.146219796410355e-09
328,7.466545095912119e-08,1.080326477214615e-08,6.644008635376802e-08,6.640268474106823e-09,6.17912739328958e-08,3.5811634988118654e-09,1.81614026610712e-08,-1.76688598517098e-08,3.656136929649727e-09,4.284653578277787e-10,5.364662119251214e-08,4.412181636290336e-08,-1.4013034940548474e-08,-6.8508895353282974e-09
329,-3.723006831678722e-08,5.581961412879846e-09,-7.172178800918517e-08,6.766841986482275e-10,6.86204788976692e-08,2.8487653761831487e-08,1.1015080324116764e-07,7.50767190549554e-08,-1.835065254585038e-09,-3.424367824092414e-10,-4.576108477285007e-08,-1.2996742781378455e-08,1.60800825266447e-08,-8.871097757511356e-10
330,1.3564217393242566e-07,3.454865803828423e-08,9.9667796441737e-08,2.0133103287223193e-08,2.1865095169758017e-08,3.152792988776964e-09,-4.6379925530534355e-09,-1.1740850374567987e-08,1.6710275651163214e-09,1.3245872949472382e-09,1.6109165474173636e-07,4.4594238450738344e-08,-5.519218592494045e-09,-6.479825671429214e-09
331,-1.1873329320264963e-07,-3.15433151873338e-08,-6.490011396362865e-08,-1.735675349177316e-08,-6.531202116073768e-08,-8.624585091345301e-09,-6.72818619298884e-08,-5.4058577671359276e-08,-1.267887245436197e-09,-1.5346852998540923e-09,-1.4619194535234668e-07,-5.24300279513702e-08,9.004220513584104e-09,2.5735768572482615e-08
332,2.2176887670515517e-08,7.164705773428241e-09,-1.2860375390107843e-09,1.193520457889847e-08,-1.780781518591065e-08,-2.8304640757636837e-08,-7.58395345748618e-09,4.4136655899767385e-08,1.4239313360561168e-10,6.793459142924537e-10,3.688338058077358e-08,1.9489111244157064e-08,2.411978318624587e-09,2.842227756288894e-09
333,8.1985964085257e-08,2.3294804052117168e-08,1.9615964802916858e-08,-2.179497195009036e-08,6.397620005243379e-10,2.9605054850562765e-08,-3.9164578153159893e-08,-3.428339676966315e-08,8.200051827588039e-10,1.5473060604794894e-10,9.494446884487472e-08,8.743102010004376e-09,-8.907738470523823e-09,-2.4620999303175613e-08
334,-1.2138898760625953e-07,-2.3721076479457258e-08,-2.374824014954451e-08,2.3831512216979515e-08,-5.860199601211598e-09,-2.1343020069482627e-08,1.3995932883490883e-08,2.525163569431286e-08,5.47385678778427e-10,-1.4746923452438957e-10,-1.381018149613358e-07,-1.0881019204389855e-08,-1.827917551751766e-08,1.6930818378215982e-09
335,5.84643211635781e-08,-1.70935931784657e-08,3.557924643506236e-08,-6.196756983376954e-08,2.3645991776648105e-08,2.62679448868202e-09,-1.6373533182041957e-09,-5.590168991910626e-08,-1.8769265822868063e-09,-2.8143400015615455e-10,-2.718108974913083e-08,-5.53584251535625e-08,1.7859630839078587e-08,-6.1482712344002905e-09
336,-2.4494167747255018e-08,2.2042984062964144e-08,2.6193020145877197e-08,4.6530175317568686e-08,2.356219691798676e-08,5.2391459345264005e-09,5.384357034510273e-08,3.191352091179107e-08,1.4088838710383675e-10,5.05848616214054e-11,8.113210218589439e-08,6.653524228919107e-08,6.1027459738081144e-09,1.6978528378658202e-08
337,4.6968749302102835e-08,1.8303158278064508e-08,1.223014859591589e-07,4.667257948188675e-08,-3.277976988405026e-08,7.668783215856948e-09,2.140522230248305e-08,4.59361607656326e-08,-2.3195173565616183e-10,6.795093181221001e-11,8.370151564472793e-08,1.4919824293235587e-08,-2.1572516332655848e-09,-3.6431216514797726e-09
338,-4.1977529215303525e-08,-1.961965355824515e-08,-1.5330032399647707e-07,-5.960134182686022e-08,-4.285368496826334e-08,-2.477730761384252e-08,-9.055095352808684e-08,-3.610663107830918e-08,5.384235591644488e-10,-6.72511551745487e-11,-9.022822239396518e-08,-3.9054423841759875e-08,-3.957096304445358e-09,-2.069941799888873e-08
339,1.0394535155632434e-07,1.6365335006891886e-08,7.06211038745418e-08,4.3851381567845097e-08,5.995713417421833e-08,3.168047231628146e-08,1.356131135103491e-07,4.1182703845351415e-08,-2.673466722945148e-09,-9.781101738323358e-10,1.0400904028908262e-07,2.990285761259816e-08,-1.3327208696334592e-09,2.0069332835154964e-08
340,-7.346803155315241e-09,2.1956691843274394e-08,-1.3542261296526888e-07,-2.9800051716370993e-08,7.828069926407835e-08,2.8881222574443144e-08,-1.227962569932555e-07,-2.355614950896842e-08,2.8054101856829687e-09,7.792464522642828e-10,-1.1264963012182593e-07,1.7532656994167073e-09,1.0836928922646243e-08,8.443158916390158e-09
341,-1.4375377480096304e-07,-6.77319704341042e-08,4.129487505224221e-09,-2.9441678371527573e-08,-1.9081610577947086e-07,-8.779430690790468e-08,-1.6058906556043134e-08,-4.262145560459988e-08,-1.3083820782970456e-09,-4.016781685478749e-10,-9.007963137435428e-08,-6.465306268234526e-08,-9.331942632555277e-09,-6.6836082690854875e-09
342,7.515145103007804e-08,2.5662711759107847e-08,4.422365255941703e-08,4.205403441235191e-08,1.3193573357152742e-07,3.8749846467191534e-08,4.9978487604961465e-08,4.273596348214124e-08,1.3962293535897348e-09,8.50871358729586e-10,9.179123202666033e-08,3.140548174727484e-08,-7.1603795338681586e-09,-1.5246168548121932e-08
343,2.7262971476015715e-09,1.7136553540129468e-08,5.5759898356198753e-08,3.529835907400513e-09,-4.059038087023871e-09,1.6198593446302835e-08,2.5074060102904513e-08,-1.7522089873106688e-08,1.3030399452168608e-09,3.2712241882857355e-11,2.5109785260182828e-08,3.9005797464533326e-08,6.44603249295534e-09,-8.562333866616148e-09
344,-1.0684020354833325e-07,-3.740667950836019e-08,-1.2450770993281933e-07,-5.889324611568264e-08,-1.6052844219116112e-08,-6.998642752915372e-09,-5.136214616649229e-08,-4.924954034240036e-08,-1.0748094214233552e-10,-3.3420063701352745e-11,-5.779534706609023e-08,-4.153114668760777e-08,-1.1402598407668044e-08,1.4406620352445323e-08
345,2.1722812120571572e-07,5.7176592386351056e-08,2.6119089787719515e-07,8.265628369300743e-08,3.429519217409719e-08,7.887532640888394e-09,1.1793912262978813e-07,5.910693089739609e-08,-8.651760031597576e-10,5.7661810986688095e-11,2.175224490184325e-07,4.004915412143105e-08,1.459398489498788e-08,6.8096441431618875e-09
346,-4.828149419451145e-09,1.3911609525724388e-08,-6.233855490008957e-08,1.841643096036936e-09,3.807370339832025e-08,4.10074901261473e-08,-1.4521950179461577e-08,1.7447469712301853e-08,-9.159212451510353e-10,6.637017788823851e-10,-6.711411085773754e-08,6.0575209309118e-09,-3.0994300789573126e-09,-2.223912485071584e-08
347,-6.01082377157467e-08,-6.421039694181358e-08,-9.595786814791322e-08,-7.315527955829436e-08,-5.900369642973338e-08,-5.639289070970262e-08,-8.695438782654476e-08,-6.02887188548403e-08,-1.069471754273093e-09,-1.0725365688894303e-09,-8.456218159664487e-08,-4.267590810460555e-08,1.5746944676684802e-08,2.145626878169088e-08
348,1.283067832074577e-07,3.44645023159573e-08,1.6039261732252607e-07,2.665732124427777e-08,1.1644811115405509e-07,1.626467834506191e-08,7.722881202836193e-08,4.0157766060595896e-08,2.883417572266626e-09,1.2690943659247372e-09,1.7860169625678292e-07,3.503393351125356e-08,-2.6297202130950108e-08,1.512709885316924e-08
349,-3.1958763649971314e-07,-7.915568775131637e-08,-2.4954054615517116e-07,-3.9878057404408975e-08,-1.5788354301054924e-07,-4.7026928486037575e-08,-1.5661861140026505e-07,-4.088607300810426e-08,-1.6978335898131492e-09,-4.5271481636962583e-10,-2.946677288230481e-07,-5.92349640728341e-08,5.391906727170594e-09,-4.873453685768924e-09
350,2.3091891988403487e-07,9.33854684929379e-08,1.321463337129764e-07,7.60277560404849e-08,4.388064513985074e-08,4.9934994352456783e-08,1.1536653010001999e-07,4.70603495497673e-08,2.516484915188935e-09,-4.945056414463398e-10,2.0123558515526727e-07,8.372406667482929e-08,-1.896523682908793e-08,-3.0665806655099944e-09
351,-5.1306456689168766e-08,-4.69624545543767e-08,-1.7538626907780015e-08,-7.982979218080029e-08,-4.255567586187975e-08,-3.90685318346197e-08,-1.9435759945527552e-08,-4.810104447270742e-08,-2.3376880893158414e-09,7.729633260669321e-10,-4.712626302131648e-08,-7.812441263749704e-08,2.9118448942785178e-08,-8.619394412047551e-10
352,5.741641430771828e-08,3.554390461372301e-08,4.852834880050879e-08,7.599879081205956e-08,7.455316061145287e-08,3.8929018812763976e-08,-4.087878445729329e-08,4.714404042485036e-08,2.682448157792053e-10,-5.370770487836088e-10,-9.928664961120198e-09,4.620806489508095e-08,5.864433073318292e-09,2.0092541239106337e-09
353,-2.778254466818102e-08,-1.609763458699881e-09,-1.3636339495517046e-07,-5.823615191851049e-08,-7.822164072478758e-08,-4.255644795641021e-08,-3.013826219054549e-08,-4.601095230696633e-08,-1.3360050387214729e-09,-5.565222525150599e-10,-1.8146803569887278e-08,-1.6095539600696833e-08,-1.4785676692697263e-08,-2.5344165530116048e-08
354,-1.057869251744437e-07,-9.657952591730446e-09,5.3422114748814074e-08,4.4275726559120384e-08,4.4461483295659956e-08,4.4424607685311414e-08,9.81539616044998e-08,4.387621310264164e-08,1.9012340610922754e-09,2.7422495086587213e-10,-6.450035805749899e-09,2.897081867973937e-08,6.652022148278229e-09,1.8187265368674298e-08
355,1.7485680676246004e-07,-4.813444480562508e-10,1.4495094799072074e-07,-4.780080799625928e-09,8.724321247600525e-08,-2.8279672859420693e-09,-2.4523642144158476e-08,-2.200073020543265e-08,-1.6196066383242585e-09,-7.638710233511728e-10,1.1093632512974335e-07,-2.215811029612088e-08,-2.083130511905292e-09,4.806997007853633e-09
356,-2.316989584970575e-07,-1.3393505749070378e-08,-2.1900639504162569e-07,-5.278096258863951e-09,-1.5545725517778442e-07,-3.6691993981345343e-08,-8.259903472826016e-08,4.937831541475149e-08,3.154335802940346e-09,1.0821676481624603e-09,-1.4308838269912625e-07,2.2674672317867797e-09,3.2568835597121153e-10,-6.026590979495793e-09
357,1.3503459592999143e-08,9.42945727811489e-10,3.4568242163201702e-09,-3.335661062486075e-09,-3.810686273463456e-08,1.3627999016126538e-09,7.493993763212338e-08,-1.6434285903613886e-08,-1.2404154371553593e-09,8.073295625078444e-10,-3.9532093629808456e-08,1.4271118761545573e-08,-4.4557148824139975e-09,-6.250091679531336e-09
358,6.964674595833316e-08,-3.0883679056344996e-08,1.550606439465791e-07,-2.3066315411638975e-08,5.8568614918957945e-08,-6.9322608061373584e-09,3.005835504284778e-08,-4.5272444414910036e-08,-2.3822222150224572e-09,-1.27601181852807e-09,8.037641623403247e-08,-6.195176539947975e-08,-3.5525990497573962e-09,9.601421330420656e-10
359,-6.563781807749799e-09,5.441672253690169e-08,-1.7301312654262195e-07,2.1477946096239733e-08,3.509909091089304e-08,6.62897742619951e-08,-1.5620711493558682e-08,6.409336869685852e-08,-4.5663905165681164e-10,-3.174501763374998e-10,-4.237255358415694e-08,7.533481661255659e-08,6.863642967448094e-09,1.0294791024444628e-08
360,7.134607718320416e-08,-1.068337266546252e-09,1.081863460733931e-07,2.625392740197009e-08,4.118384382312989e-09,-2.1472519988598244e-08,-2.7679462403737474e-08,-3.8630997464667676e-08,8.584626972852135e-10,-3.242337425456798e-10,5.867214387284103e-08,-2.1915826239328375e-08,-1.873212558264789e-08,-2.12829318108861e-08
361,-1.9365705164474333e-09,-3.916684713899542e-08,5.5445947820880996e-08,-4.6110360537086376e-08,-4.4066470451641564e-08,-5.346953344790665e-08,7.759701669718186e-08,-1.798851861934844e-08,9.871999853018712e-10,5.880999115175285e-10,2.0420841977107913e-08,-2.7067492567174603e-08,2.503627636609673e-08,1.4742064846057519e-08
362,8.707362791412428e-08,2.6524417368146566e-08,6.015348956030585e-08,2.6571583378024925e-08,1.4475055666069065e-07,4.546805853961368e-08,-6.921528981525022e-08,-2.1590769029102153e-08,1.3291474540218445e-09,8.111472037185137e-11,3.5055039547208815e-08,2.0342659381848844e-08,-1.8092501748846825e-08,-1.1275569068367504e-08
363,-1.3889072501260645e-07,-1.2980110952677093e-08,-1.2347575384070957e-07,-4.5219130358685423e-08,-1.9401019137692504e-07,-3.539070100070732e-08,-8.404142238758645e-09,2.541108174959123e-08,1.0317424386054352e-09,1.9430957249973236e-10,-7.083323697129558e-08,-2.6340369126252926e-08,-2.636903871353171e-09,-1.120762157019046e-08
364,2.0062650566833747e-08,5.2932795101099284e-08,-4.951720762262359e-08,1.0040835153571047e-07,1.7326714754593551e-07,5.262837012713495e-08,4.950336355898057e-08,3.524788604175613e-08,-2.5956277497912214e-09,-1.6069943114497203e-09,-2.9419093915885026e-08,9.544184763727525e-08,8.808869573605465e-09,1.4963266615048803e-08
365,-3.050642633522175e-08,-2.539119123977133e-08,-6.235436500983996e-08,-3.99795996639111e-08,-9.340612225776557e-08,1.9453434079690274e-08,-1.207227842548722e-07,5.596423671319484e-09,-2.9621495497401888e-09,2.410205617238673e-10,-1.57197745385696e-08,-4.358775450822271e-08,1.4890636902472948e-08,2.387960184842469e-08
366,5.2487627510051567e-08,-5.8773472393506286e-08,8.274048862565077e-08,-4.323377217035782e-08,8.935994803598363e-09,-5.8481891639893246e-08,3.059575578066123e-08,-3.865718970580034e-08,2.5991008646795547e-09,1.6681214029491386e-09,3.899237272574102e-08,-3.748307387755132e-08,-1.3363050245607306e-08,-3.1329060579757387e-08
367,-1.93885288304919e-08,1.4510114023867194e-08,4.4257136579857945e-08,-1.2713720127008356e-08,7.743187814040999e-08,3.0167463046490125e-08,1.1041320123626386e-07,-8.362301400039074e-09,3.7282005698847095e-11,-8.433953796831613e-10,2.3256060955291572e-08,-1.789869066095244e-08,-8.234895047845303e-09,1.005906731755902e-08
368,-2.671446434894412e-08,-5.9396388006601076e-08,-4.386376981668306e-08,-2.6929014300984893e-08,-8.878501138700964e-08,-6.880745267542258e-08,-1.4447370256340476e-07,-4.080542128820428e-08,-2.156877879522663e-09,-1.016962180658433e-09,-4.96110261011079e-08,-6.618438993104452e-08,1.3816559380895386e-08,1.4635370384288936e-08
369,-3.304042807829855e-08,1.0540604421329289e-07,-2.2767966225535898e-09,7.925754926450629e-08,-9.297686946696805e-09,8.037128832848706e-08,1.158831700322553e-08,7.047290642545368e-08,3.5110422678193235e-09,1.8266780461881943e-09,-2.5871073378626266e-08,1.2185490941078474e-07,-1.0347542506885922e-08,-2.1579624092683865e-08
370,1.557248447348682e-07,8.582631949723244e-09,4.531092208105238e-08,-1.0235304580139828e-09,4.840913901306157e-08,-4.959819947075487e-09,1.0618744217090335e-07,-3.6084348170209943e-09,4.6288089510574337e-10,2.860832982324023e-10,8.645167199306612e-08,-5.782801861661141e-09,1.4612058733670007e-08,1.1440459975130226e-08
371,-1.4280494060327183e-07,-2.682259015702175e-09,9.73372755887144e-09,1.1217503566998485e-08,-4.3954588238956657e-08,3.778802501694294e-09,2.8626634235282074e-08,3.154601279525913e-08,-2.339306970068787e-09,-1.959758950332905e-09,-6.428787634722897e-09,1.4093440759269528e-08,-7.565327065618154e-09,5.913968277798762e-10
372,9.431531557803315e-08,4.375167488604935e-11,-9.631376993938172e-09,-2.3789444517086292e-08,5.8879340309140844e-08,-1.1662647758347711e-08,-2.1822245747948804e-08,-3.784532645496565e-08,2.2021624821590833e-09,1.4134323765587132e-09,2.0439831933037826e-08,-2.2393153208095233e-08,-1.5942508863836424e-08,-1.2325899290039693e-08
373,-2.945552419985916e-08,-2.0803419282965692e-08,6.968735615000824e-08,2.546174878967569e-08,-3.8442583700074086e-08,-2.07598476784291e-09,-7.640256111710067e-09,1.9396310103724928e-08,2.152250495489847e-10,-1.8531212293033492e-10,1.4236103200523714e-08,-2.893320247598206e-09,1.476401114720614e-08,1.7518875616230183e-08
374,1.3373602730259409e-08,-1.5959197074030958e-08,-2.4564421604932196e-09,-2.3276574033773375e-08,4.760454388643125e-08,-2.4947232721817314e-08,-1.1557781647374639e-08,-1.8456389447307768e-08,-6.103786122416507e-10,6.313937641070791e-10,-1.7263725306485515e-08,-3.020343574900678e-08,3.901264581339873e-09,1.2217576024557402e-08
375,-1.285264671684622e-07,-1.5124628100507462e-08,-1.0111333789146109e-07,-5.9679662455977084e-09,-1.0013856094158154e-07,-1.924146919510843e-08,-3.187326376263686e-08,3.642558679895467e-09,-2.4243610240888692e-09,-9.302488275655988e-10,-1.014837695410591e-07,1.3130415027821645e-08,-1.0468765360303093e-08,-1.8074690445283654e-08
376,2.088897876553549e-07,9.117329045896144e-08,4.5217882472682386e-08,2.7774339824637052e-08,1.1805552257327733e-07,7.734942994105079e-08,3.704375031049719e-08,1.788349295071376e-08,8.946665063768978e-10,8.217832835128715e-10,8.831831648115751e-08,4.5862081430689863e-08,1.528917108729573e-08,-2.255547567629924e-08
377,-8.829530422033746e-08,-6.612921220547022e-08,-2.0192922586022004e-08,-1.414036322697602e-08,-3.7707273332994426e-08,-2.062918724331178e-08,3.66813636423357e-08,5.718328401274306e-10,3.937985760212206e-10,-2.4531235973225986e-10,5.83169856180764e-08,-2.2699262954992247e-08,-4.943106900437042e-09,4.532237948396731e-08
378,-1.1981504187695206e-07,1.571855947018305e-08,-4.871602560561138e-08,1.092054263978685e-08,-1.4103991054406018e-07,-4.214985882117626e-09,-1.1120693620624175e-07,-8.487446365414141e-09,-1.53451962485431e-10,4.5692322563431586e-10,-1.81543247641726e-07,-2.4986949272238663e-08,-2.4324010854891117e-09,-1.3242683973325804e-08
379,1.6705418520683284e-07,7.738444717033286e-09,1.0356553264977307e-07,2.8621814971329424e-08,1.6481794377576488e-07,-1.8022842578243356e-09,1.4003304648772004e-07,4.466214785432692e-08,-1.483900620058469e-09,-1.139722866056821e-09,1.5739395711498405e-07,5.304048994107066e-08,-1.1950674045554978e-08,-2.025667308831693e-08
380,-5.7914686247740135e-08,-5.0751703683777105e-08,-7.069536991119064e-09,-9.812360224494095e-08,-5.718636702689977e-08,-2.984849806063751e-08,-8.871510106169635e-08,-1.0869737391014609e-07,3.381964742430828e-09,1.0662583112330394e-09,-2.6223836096463895e-08,-8.790190050893616e-08,1.6086081315689982e-08,2.365618588708547e-08
381,-9.512085057915034e-12,3.853939208417057e-08,-6.967591849791469e-08,4.4511719162046034e-08,-2.521461562653093e-08,2.6566178250527922e-08,7.510260693014759e-09,4.878018661579448e-08,-1.3213658748179618e-09,-1.026893708699205e-09,-7.623019591711299e-08,1.5566525499649625e-08,-6.550636143476281e-09,-2.043184366252742e-08
382,-2.8285258453574203e-08,-3.035253235270022e-08,-8.022181723316407e-08,-3.409639385527601e-08,-8.741524742187778e-09,-2.3074336029086857e-08,9.928367175410332e-09,-8.000279959489568e-09,-1.1129558466706127e-09,-5.270076015918237e-10,-1.8387891484669633e-08,-1.1599766314426058e-08,8.936873474250219e-09,7.589732238308805e-09
383,3.631046672779687e-08,2.9080174861903288e-08,1.1968259942377694e-07,6.778801992349714e-08,6.133273312388027e-08,2.631292045783338e-08,5.562097652629254e-08,6.750701629945943e-08,7.064995212152476e-10,1.1009658499242756e-09,6.426869230640031e-08,7.019235983764175e-08,-1.569123053010371e-09,1.319012595347758e-08
384,-1.320607179091587e-07,-6.070224256483227e-09,-1.7257791885865661e-07,-3.372973312045334e-08,-9.929105643492359e-08,-5.069427870741228e-08,-1.9347300057584135e-07,-7.790008884426311e-08,-8.981745804722471e-10,-4.4903506919820436e-10,-1.0812548280807433e-07,-4.132015371315049e-08,-3.5561536698491045e-10,-2.5950926602106308e-08
385,7.32915771808954e-08,-1.6385118165885502e-08,1.5202178145351588e-07,-1.129422578409445e-09,6.576656497716132e-08,2.184757949936499e-08,1.5791157463429444e-07,2.714058507290382e-08,2.9903091910758395e-09,9.048859720931731e-10,5.568829238761215e-08,-1.1152165958313895e-08,-9.024431873897628e-09,1.1809008004224732e-08
386,2.927703979791296e-08,-4.385262695403479e-09,-4.2637375428109474e-08,-1.3446650769977992e-08,-1.785097719937686e-08,6.771358137402863e-09,-6.686142881664179e-08,-3.111529062454137e-08,-1.6082544961471547e-09,-1.258766102725428e-10,8.388953799657879e-08,-1.746282949466327e-08,1.1534222986797216e-08,-1.945884019330376e-08
387,1.4844559516065075e-07,6.325879918340014e-08,1.7968533059557276e-07,7.821505138663994e-08,1.3624984536914438e-07,4.0530585667298397e-08,1.5050662045324747e-07,6.072386005287262e-08,-2.4941000819202574e-09,-4.0023901713541707e-10,1.1011733364846623e-07,8.436321312757219e-08,-7.102040651161554e-09,3.17155592326871e-08
