Unnamed: 0,F3 alpha mean,F3 alpha psd_mean,F3 beta mean,F3 beta psd_mean,F4 alpha mean,F4 alpha psd_mean,F4 beta mean,F4 beta psd_mean,C3 alpha mean,C3 alpha psd_mean,C3 beta mean,C3 beta psd_mean,C4 alpha mean,C4 alpha psd_mean,C4 beta mean,C4 beta psd_mean,Fp1 alpha mean,Fp1 alpha psd_mean,Fp1 beta mean,Fp1 beta psd_mean,Fp2 alpha mean,Fp2 alpha psd_mean,Fp2 beta mean,Fp2 beta psd_mean,O1 gamma mean,O1 gamma psd_mean,O2 gamma mean,O2 gamma psd_mean,task
140,2.0440538706853776e-10,1.1479666502899672e-16,4.114150346609371e-11,1.1519547953355318e-17,5.253113348872313e-10,6.723189756391089e-17,6.924364589531886e-11,6.451167400286582e-18,2.0180510200302107e-10,3.598820960832864e-17,7.370399207701113e-11,3.32019575387268e-18,4.5665024458521217e-10,5.551991040413623e-17,9.794221394611328e-11,6.514624658221258e-18,-4.950584734533781e-12,2.205495687909539e-20,-3.44107453539632e-13,4.712105086833846e-21,2.407365257028435e-10,8.267907074496445e-17,4.856295600692767e-11,5.6576938881747814e-18,1.9633696897274162e-12,2.0822938990612242e-18,3.901978881576528e-11,4.686882338098645e-19,med1breath
141,-5.119089473552562e-10,1.826988371314761e-13,-4.52035331536497e-11,1.5216056935955952e-14,-1.8041531897101068e-10,3.6296684689388806e-14,1.0719642834229483e-10,3.037175203361103e-15,-2.42773357274232e-10,1.850970265746361e-14,2.79633558996665e-11,1.5516997535481185e-15,-2.487190091620895e-10,4.179674908956276e-14,1.966650492362384e-14,3.4936131503992384e-15,7.631404953949652e-12,6.349889665632077e-11,3.142793511437264e-12,5.2800557359423426e-12,-6.977197121597867e-10,8.673931085713441e-17,-5.158672788556093e-11,8.122751786870525e-18,-1.0735083446838748e-10,3.795189885799912e-16,-2.833568719556221e-11,2.584529682535124e-16,med2
142,2.426008534043241e-10,7.859992940539126e-17,-1.7282731928267535e-10,5.486025951193538e-18,4.036261355618079e-10,8.568366062736228e-17,9.116529706818176e-11,6.288330474900174e-18,-2.674024479408145e-09,4.097584584994759e-17,-1.016184275728087e-09,3.1478926229461717e-18,2.131583196074401e-10,4.661130058289136e-17,7.654013451793611e-12,5.7473174186434284e-18,-2.580579487996231e-12,2.4298818922646807e-20,6.584619563079688e-13,4.937272815431666e-21,5.263589377118779e-10,9.271653392379024e-17,1.13345399470109e-10,5.330443323680568e-18,1.1909590482462646e-10,5.469575713403494e-19,1.6070662697773998e-10,7.173016612430179e-19,think1
143,-3.686725074591949e-09,7.843069013749292e-17,-9.965261910942082e-10,5.774269052772359e-18,-1.1863488274164431e-09,9.292438019945044e-17,-4.5721078948743456e-10,6.2223418815157474e-18,2.114284106380841e-09,3.598803365413561e-17,7.38420805615355e-10,3.66313120295028e-18,-1.998164622884108e-10,5.2905263246634114e-17,-9.339459324181071e-11,5.420395492779277e-18,9.6836879984501e-12,2.3091710809807948e-20,6.236969370824478e-13,5.153246086911894e-21,-2.214423430183121e-09,8.747698716312593e-17,-7.680906559163198e-10,5.5136795945482144e-18,-8.872612824823339e-11,1.362605489994977e-18,-1.4288872048171082e-10,1.6489215387030528e-18,think2
144,3.964624714016976e-11,2.462533941778077e-16,-4.815989193361198e-12,7.736572198340566e-18,1.130250913919938e-10,2.98096634400826e-16,-2.669245582428388e-11,8.362962950426801e-18,-9.126625209544728e-11,1.3030700551801674e-16,-8.744431730012809e-11,4.452843060309763e-18,9.001956298312592e-11,2.1569449097656828e-16,4.708160971696109e-12,5.222172255852326e-18,-9.077194570210057e-12,2.1483523212607942e-20,2.890874819991345e-13,4.4838442285707566e-21,1.3033345404936818e-10,3.135947588332444e-16,-3.005452943512266e-11,8.527504098607388e-18,8.368110241857369e-11,3.276996787428783e-19,8.483357780732494e-11,4.263934021710573e-19,med1breath
145,3.0915877029924075e-10,7.352411573548974e-17,3.979484715962044e-11,1.063691711596082e-17,4.3389568302977534e-10,9.109738098060788e-17,6.988893868278073e-11,1.2381630635680461e-17,4.691847586915553e-10,3.2617973239564256e-17,8.6832169843541e-11,4.886615856326463e-18,2.0578384322902068e-10,5.564504662273794e-17,3.9275280327413837e-11,8.253070443850946e-18,2.5715545435699605e-12,2.3733949207019582e-20,2.443337070942141e-12,5.414939797614812e-21,4.3847220358139294e-10,4.263881762402259e-16,2.7063861575141492e-11,1.264491089907061e-17,1.5521208932000869e-10,1.2428742247916929e-18,1.4950114192728204e-10,9.255556613409345e-19,med2
146,8.930423327321199e-11,1.1564271062430055e-16,-5.7629381751248195e-11,7.918610560118599e-18,9.03252288594009e-10,1.447599550745545e-16,2.2014542781971928e-10,9.681461549136169e-18,3.90799787618325e-10,5.357506223971504e-17,4.148784617862231e-11,4.876707056824743e-18,9.924746698347882e-10,8.94203000133026e-17,2.643068238847272e-10,6.210770721096932e-18,-2.8297885872325575e-12,2.5825583162125e-20,1.173119878321789e-13,5.076015305929376e-21,2.4654763832237434e-10,1.3981413487866392e-16,1.075292891937383e-12,9.357206759737017e-18,1.9757632728802164e-10,4.848861082728495e-19,-5.873041179675872e-12,2.8791521592433303e-14,think1
147,2.186399827676588e-10,9.535183206000023e-17,1.2379343133964275e-10,7.590700099017689e-18,5.585626206164371e-10,1.0382527655382706e-16,2.2733306299908007e-10,9.17873873752906e-18,2.561899067947365e-10,4.5418133658050506e-17,1.647212499949468e-10,4.336831274283813e-18,4.264864203323513e-10,6.637458690749649e-17,1.6221403936672302e-10,5.896996093748319e-18,-1.1603562172321787e-11,1.894974758731757e-20,-2.057485002538232e-12,4.76054258081631e-21,7.649284826400912e-10,1.1209070853503827e-16,2.568206568325421e-10,8.60823132472134e-18,2.1774644546147006e-10,4.0570066265458393e-19,3.584630451333971e-12,9.488518400455284e-15,think2
148,4.3337476539131485e-10,1.3919046540948494e-16,1.5333884089073658e-10,1.514619180712732e-17,3.1225780952563377e-10,1.5475699542431822e-16,9.246158462357347e-11,1.589666237958618e-17,3.994873082943099e-10,1.1067227376453224e-16,1.6071330584375268e-10,1.1250407264357541e-17,4.971854192354487e-10,1.7440614617493331e-16,1.0308061265578628e-10,1.2859587620121577e-17,1.654767645289453e-12,2.11274935754786e-20,6.938950059268426e-13,4.395747704023846e-21,3.4541604162285234e-10,1.4795815015039636e-16,1.1233687528888448e-10,1.6840669959930333e-17,1.6804822698717663e-10,4.6671516879483845e-19,1.6953337879906684e-10,6.053017309949759e-19,med1breath
149,2.0207232464727752e-10,1.6636916479270378e-16,-1.2137255649966043e-10,1.0882052229676324e-17,8.259767244936254e-11,1.8041875540749286e-16,-5.225637154994486e-11,1.1714324625844405e-17,-2.7490201703448888e-11,1.1476427204542863e-16,-8.667721592535796e-11,7.373064271701487e-18,9.550507374834078e-12,1.4816377756243522e-16,6.035225394923333e-12,1.1703755296410693e-17,-1.884840346587987e-11,2.1038908088344883e-20,-4.242085079959049e-12,4.373487013698243e-21,1.6741866678478284e-10,1.7078831366088223e-16,-5.635730928557792e-11,1.1524201706090889e-17,2.5913636099368444e-11,4.084770436427796e-19,-3.2591981252731466e-11,8.360007574353373e-19,med2
150,-6.210253438236421e-10,1.329933306886637e-16,-1.2764067815694708e-10,1.6059744823636308e-17,1.4405925433926282e-10,7.67346425579327e-17,9.54832955129385e-11,1.1641631491182634e-17,5.405727021848266e-11,5.252336916588366e-17,4.013623184406336e-11,7.696598751306854e-18,1.0277136987705899e-10,6.647598676321648e-17,1.2414877505740856e-10,8.178699879275843e-18,1.2661576046953096e-11,2.226204044294038e-20,2.344195883276916e-12,5.303501233892914e-21,-5.727389829074932e-11,6.920605631308753e-17,4.5722539975939614e-11,1.344407674567387e-17,7.491796586031724e-11,4.5993685347791445e-19,9.6438462657673e-11,5.289539145941338e-19,think1
151,-8.91377594350237e-10,2.002865941984009e-16,-3.0959058000356366e-10,1.8492507541441536e-17,9.388190533392908e-11,9.770223031450628e-17,-2.432404115853944e-11,7.858642393748469e-18,-1.1843648746351704e-10,6.578258293330041e-17,-4.040426401008493e-11,5.6616818520220795e-18,1.3276054318294529e-10,7.418007759071346e-17,-3.6573472410968496e-11,5.272455184120812e-18,4.856019814505572e-12,2.05527756008786e-20,1.5932137032734988e-12,4.8314382934898594e-21,1.6170145321403327e-10,9.524778263143491e-17,6.356312561798891e-11,8.082712181738257e-18,2.3899379471271947e-10,9.073460045367129e-18,2.819107457828824e-11,1.2531236334979574e-18,think2
152,3.5433371497142087e-10,2.0386298912306428e-16,1.2744571662393742e-10,1.529673658368326e-17,4.998703501033031e-10,2.2466181158982353e-16,2.3843588200129076e-10,2.0450721054202533e-17,2.8708409304986003e-10,1.0877179452097616e-16,-4.874732499178593e-12,7.541209620063288e-18,3.8966461351206716e-10,1.3686376286470842e-16,1.7672594983801895e-10,1.3898794002392318e-17,2.298065782683504e-12,2.1653614351373448e-20,-9.12068224762166e-13,5.027553337278374e-21,4.729244679385948e-10,2.1479762431698248e-16,2.04107397258478e-10,1.5750914198126657e-17,9.87897892975658e-11,2.416254873348802e-19,1.0880590984401964e-10,1.1632990019542994e-18,med1breath
153,-3.3982399611720754e-10,2.327859558846238e-16,-1.5996251298933692e-10,1.0878469562796808e-17,-1.1130204792024176e-10,2.7647382678881047e-16,-1.5630462369187843e-10,1.4358920837221244e-17,-1.4955234110213278e-10,1.118452769896873e-16,-7.183522914059712e-11,4.26436771230393e-18,-1.5358231079400328e-10,1.530646057952751e-16,-7.967012637520825e-11,7.237049962824008e-18,1.0918315334882652e-11,2.0282316387135268e-20,4.768578077347992e-12,4.208696261984962e-21,-2.222614513313451e-10,2.572651552302745e-16,-1.6375409378017874e-10,1.058845445537024e-17,-4.3949038827930976e-11,2.4708146622821763e-19,-7.977342221729878e-11,8.373260793050742e-19,med2
154,-4.2255297280547125e-10,1.8341969739410278e-16,7.000005364275075e-12,1.6524996301305836e-17,-4.868532642775422e-10,2.169827098472336e-16,-9.0116063823626e-11,2.0252416160028493e-17,-1.7749333560833118e-10,1.0658453684997087e-16,3.3452859214501736e-12,8.657621585875739e-18,-4.6321606272241875e-11,1.2820068398899842e-16,3.076138684591985e-11,1.807103093809829e-17,8.501289027832273e-12,2.432840975923647e-20,-2.451671203047947e-13,5.251530101361633e-21,-5.499902442850411e-10,1.9390009847625606e-16,-1.3147837526600623e-10,1.7653999140996728e-17,1.1707049502596234e-11,2.13177667457098e-19,-1.3049360717854602e-11,8.305563149058468e-19,think1
155,-2.0343562279812601e-10,1.7631392214843411e-16,-5.5507722716639776e-11,1.3802704321304559e-17,2.709118218414917e-10,1.990183436888403e-16,1.3303775752538256e-10,2.041594618997417e-17,-2.147344287126088e-10,8.542095761279226e-17,-8.132074488002759e-11,6.572384677987768e-18,2.570220976527262e-10,1.1676948703838825e-16,8.863437413349727e-11,1.559891813445217e-17,-2.826060968787925e-12,2.168844618021473e-20,1.3353048865532605e-12,5.388978409554194e-21,3.0471924493935567e-10,1.9666740955742758e-16,1.4081174993682568e-10,1.5974302681382156e-17,3.6477085002362935e-11,1.9125604626865784e-19,-2.070012042254717e-11,4.0082014875071065e-18,think2
156,3.1143120224675417e-10,3.5811917824333194e-16,7.988092318793954e-11,2.933705692225704e-17,5.1359199679294e-10,3.4543362264507227e-16,1.3283862947709842e-10,3.2388144747348284e-17,1.0827461332304855e-10,1.3052114575062495e-16,1.0482802283904456e-11,1.672901151414189e-17,4.271922532193032e-10,1.7930661428018754e-16,5.08690078712803e-12,2.399937460663352e-17,-2.541487630042986e-12,1.9445090862708124e-20,-7.699082623308267e-14,4.8392622587104654e-21,6.064181289220281e-10,4.5922474809296e-16,1.9683938896855136e-10,3.647829579275796e-17,-6.688647521806788e-12,4.1136717791458997e-19,-9.599042164643956e-12,5.678138596315002e-19,med1breath
157,2.2928304288424506e-10,6.319600014299571e-16,-9.78931724382959e-11,1.881405109703285e-17,3.374089063964653e-10,6.821668249553532e-16,-9.278991656734668e-11,2.2983644243612578e-17,-1.5798909800046843e-11,1.70009767200502e-16,-7.01137549080693e-11,1.1279997021640117e-17,6.207627542739123e-11,2.1687760669623327e-16,-5.3442028889889226e-11,1.6732326174755442e-17,9.911257228356139e-12,2.410717215724124e-20,1.6262407697684756e-12,5.1544699602430535e-21,4.0577928301768207e-10,7.986856031423858e-16,-3.6017954831683283e-11,2.7181173994105405e-17,-2.0429019595828095e-12,5.120942104890182e-19,5.952438746981294e-12,9.171047517216962e-19,med2
158,8.229647882797412e-10,4.828551054834797e-16,3.153817379874961e-10,2.4458050443748105e-17,-4.4616334906450176e-10,5.225181781517885e-16,-2.6484895183549488e-11,2.787993181819638e-17,-1.6732884461875572e-10,2.0954454853040052e-16,-7.212242170931889e-11,1.3628086211053302e-17,-1.3008960767223068e-10,2.4956387306467092e-16,-1.8001084591183122e-11,1.3978833650000764e-17,-4.342832720818626e-12,2.0390370440065703e-20,-3.8647243185917286e-12,4.89191042255328e-21,-5.034839856452e-10,6.757848024766091e-16,-2.781490354593448e-11,2.9849385494104e-17,-3.3847078647215746e-11,5.10724301507625e-19,-4.8765635692559246e-11,7.420067772557339e-19,think1
159,5.655689902341044e-10,6.659674864286142e-16,-1.9559008294413542e-10,2.732841941125931e-17,6.390178528920853e-10,7.479132206002615e-16,-1.6319609809744986e-10,2.858410649251039e-17,2.33147276094889e-10,2.5875704005538447e-16,-1.7420666198299687e-10,1.4025780072890176e-17,2.1387304883648167e-10,2.9056241878131713e-16,-6.506876551643056e-11,1.3748885678387421e-17,1.2041791085438488e-11,2.217415202160402e-20,1.034193206887632e-12,5.647920608101062e-21,6.45186429726783e-10,8.352284973703096e-16,-1.9118949807101247e-10,2.9806422162805536e-17,1.5408514576629844e-11,6.78208944443814e-19,4.4181358133733474e-11,9.657899006302409e-19,think2
160,8.107545905671241e-11,2.1158296862939982e-16,-1.3176089322758979e-10,2.3389061964293202e-17,5.078110995246605e-10,2.380118476452281e-16,-2.572278805952817e-11,2.5259457455534908e-17,1.3214683586554075e-11,1.2565594764412814e-16,-6.947386112561338e-11,1.3372569824552316e-17,5.309712914644081e-10,1.9057002213380367e-16,-7.22340287863586e-11,1.866511418399026e-17,-4.122401366119996e-12,2.654112223652485e-20,-2.0650509724645284e-12,5.314569667040881e-21,4.1539135608955004e-10,2.352598469026039e-16,-4.753831413651435e-11,2.4944911173572032e-17,-1.3024416736325715e-11,7.2867749111583195e-19,7.361964928427063e-11,9.099262639285433e-19,med1breath
161,-3.5531642601226834e-10,1.6499674415113803e-16,4.0053280960735165e-11,1.7726904215544045e-17,-2.0703343893360843e-10,1.7299702775742456e-16,1.795751641600073e-11,1.893419370650173e-17,-1.9800749365579982e-10,8.698646643021269e-17,8.494395693709878e-11,8.173684993999492e-18,-6.288402224595047e-11,1.527636593391682e-16,-5.1942463565407466e-11,1.0986330523700028e-17,6.3693127154367295e-12,2.1476717053918296e-20,1.6998818931689077e-12,5.355198249459141e-21,-3.550774803724957e-10,1.84492683472264e-16,1.6981052837174747e-11,1.7485199406243018e-17,1.4656377609407716e-11,8.742496924965067e-19,-2.3404539148682e-11,2.498934927660948e-18,med2
162,-1.5346931652279826e-10,1.5470893575989834e-16,2.512912149269529e-11,1.6011563466323738e-17,-2.6099511644655157e-10,1.6113533582085786e-16,1.9475692630583948e-11,1.7023482640193533e-17,-3.867819208225026e-11,8.949150520056574e-17,1.2556259992305051e-11,1.210031008854366e-17,-3.9015363094064237e-10,1.154951706554017e-16,1.197814108634024e-11,1.2764109823654369e-17,-2.795913543041198e-13,2.137654159177401e-20,1.0477505030387905e-12,5.088453021465404e-21,-2.4581388133879665e-10,1.7769961454699774e-16,4.191359605830551e-12,1.7591828094294378e-17,-1.833366647998244e-11,1.0669059573325625e-18,-2.951561135744304e-11,1.404460922777106e-18,think1
163,-5.437070105383782e-11,1.0362346803360084e-16,-5.3012937046206557e-11,1.698771165864921e-17,1.1730026576970003e-10,1.3500239025566998e-16,-5.194617574657136e-12,1.8495883017597288e-17,-8.410573185029278e-11,5.738627995280965e-17,-5.7454144084225934e-11,1.1033318707822628e-17,9.39072477710192e-11,1.0051461051020735e-16,-2.8497816774077447e-11,1.382687059880406e-17,-2.9400627840415226e-12,2.3378371053610406e-20,-1.8095170349055304e-13,5.09211778941498e-21,1.3272193470140558e-10,1.3779451198272967e-16,1.1288970590569076e-11,1.930824583486512e-17,1.7891962314343242e-11,1.0424950250130045e-18,1.488723547277439e-11,1.933359095014465e-18,think2
164,1.3876125159243839e-10,1.0658440906043096e-16,-8.863628521626942e-11,1.7765981160071992e-17,1.6744503426750875e-10,9.846034154295956e-17,8.904206262790133e-12,1.6474638398421134e-17,9.562684588990827e-11,6.236243201813324e-17,-2.3805082252754462e-11,1.0465865022077498e-17,8.943196455626109e-11,5.733429952045386e-17,1.0978615990018786e-11,1.0226266000227528e-17,-5.854655368078706e-12,2.3439321023133622e-20,-2.5782752623234724e-12,5.61248828187073e-21,-6.40425169076874e-11,1.0201721799810775e-16,-3.3551985592865644e-11,1.827616425449192e-17,-5.789936918442985e-11,4.809184283076e-19,-7.016661364271983e-11,2.588455755246103e-19,med1breath
165,6.692929261632535e-11,5.589113256108156e-17,9.481928424143174e-11,5.572710233563128e-18,-1.0248019885056836e-11,4.222431570939229e-17,5.7808526174892394e-11,4.5606516095794624e-18,1.7510750701918218e-10,2.7098467398388738e-17,7.424716838999252e-11,3.477194217091991e-18,-9.993946608451235e-11,2.4084043955129585e-17,1.9599229246132144e-11,3.507647971835897e-18,3.3057356443645937e-12,2.2439228708979992e-20,1.1126138099828109e-12,5.082976747112268e-21,3.1310854325427123e-11,3.1610412391394694e-17,6.318371050058309e-11,4.773179049454349e-18,4.065959024043191e-11,5.339108359623478e-19,2.4664564274923293e-11,2.312992996467214e-19,med2
166,-2.0311098689224154e-10,7.55537162180242e-17,-1.9078498215329488e-11,9.028248341999017e-18,-1.9143349651949988e-10,7.079648474627612e-17,6.323159279600645e-11,1.0048746436682644e-17,-1.8494421105232108e-10,4.297696456317874e-17,-8.394089370225967e-12,5.923262511012178e-18,-9.84411440163054e-11,4.5058098860911824e-17,5.102147528203463e-11,6.462842842959504e-18,2.138927116205916e-12,2.2878611792589543e-20,2.653819836063083e-12,5.260610330665348e-21,-2.5641418093903777e-10,7.638195905027061e-17,1.4318239852026147e-11,1.0832665581138393e-17,2.254575098984925e-11,2.467779364429839e-19,3.9991711887919336e-11,2.9201575769475017e-19,think1
167,2.722405609204216e-11,4.337347077325067e-17,-9.135430042122713e-12,5.8854338261147624e-18,-1.5693174638543363e-10,4.3993129572708146e-17,-1.6464286386269112e-11,6.53225107281297e-18,3.500243317094086e-11,2.502924286151147e-17,1.4018117045698671e-11,3.986292764319471e-18,9.433556065305154e-11,2.851928114443686e-17,1.2529977563301963e-11,4.592289286015281e-18,-1.2592483843468308e-11,2.324070187602973e-20,-1.961200621911781e-12,5.452787934926974e-21,-8.392760012108112e-11,4.089194075090256e-17,-4.2172124059186576e-11,6.446594200935963e-18,8.516727755959553e-11,1.6067206696385824e-19,7.609665970255014e-11,2.1696343332975603e-19,think2
168,-2.5401356257091805e-10,6.862416755334993e-17,-5.218384618815167e-11,2.7997709824184775e-17,-3.64595827124578e-10,7.067129932613358e-17,-8.918777626773049e-11,2.952390786557553e-17,-2.299032559202337e-10,4.904063014995132e-17,-3.3368006757447176e-11,1.944949440687386e-17,-2.8362249216454004e-10,6.280765985216185e-17,-6.071343391807763e-11,2.194804188633596e-17,5.513928879113949e-13,2.5428489397274907e-20,1.0246474200707352e-13,5.444548068549332e-21,-3.43541162750778e-10,7.758020947025611e-17,-3.6646181180462734e-11,3.1142117029672734e-17,-5.122615516871005e-13,2.5755787789110024e-19,5.7645778092534215e-12,3.8487776424414778e-19,med1breath
169,8.731121052470735e-11,4.490967385607035e-17,-3.7756934043476375e-11,6.9578181461533e-18,5.337262578427775e-11,4.388592485257453e-17,-2.8698423996434176e-11,8.888218483419404e-18,-2.8040411589704447e-11,2.7888800777078857e-17,-6.823056877079208e-11,5.95397551058596e-18,2.7892957402969e-10,3.7760005451018035e-17,3.281918438036775e-11,1.0011470782985177e-17,7.769369065804523e-12,2.4008211027226566e-20,4.945599437154498e-12,4.457652757752679e-21,9.347532179303491e-11,4.571830246577539e-17,3.018742263826378e-12,8.650376031903816e-18,-4.656595119317547e-13,1.82783646632031e-19,1.8093341728578488e-11,2.677735021939092e-19,med2
170,-1.321222822020468e-10,1.0081445471587575e-16,-8.213305684330116e-11,1.4783684309337193e-17,-1.4066189851874311e-10,9.28232651336398e-17,-7.250000232227223e-11,1.531712365704459e-17,-1.0600734655032167e-10,6.272549403006178e-17,-6.440122099149522e-11,9.920075912901828e-18,-5.841904738605326e-11,7.208339579122121e-17,-2.8659481145740864e-11,1.3428122251564939e-17,-4.429106906622065e-12,2.2282098689336132e-20,-2.2663584732441e-12,4.483250026834826e-21,-1.611118569338601e-10,9.650791139804524e-17,-8.781674978822359e-11,1.5892369862634054e-17,-2.676729556585836e-12,2.4754804044943586e-19,-1.8156219966558342e-11,3.3027665636044565e-19,think1
171,-2.799050615651588e-10,8.700769392931619e-17,-1.0541787893696667e-10,1.5474959362261717e-17,-2.1903704505097102e-10,7.929486668924694e-17,-1.0053984731415236e-10,1.512376941242574e-17,-7.670520393497112e-11,6.050022325533254e-17,-1.3366632714832808e-11,1.0848872317545265e-17,4.352071403953597e-11,7.257507495708332e-17,7.67035789105802e-12,1.3017379828974309e-17,-1.7237883686629973e-13,2.1657455435115108e-20,4.81274980730617e-13,4.498020660918585e-21,-2.693987184826581e-10,8.889597074046423e-17,-9.174776971294143e-11,1.5951408068812872e-17,-1.9359924554549463e-11,2.8967610392260963e-19,-1.1825241563214991e-11,3.277398148005847e-19,think2
172,5.565387263123553e-10,5.675719649234025e-17,1.4448971894257328e-10,1.2479739111721414e-17,5.523753032483765e-10,5.041822653241488e-17,1.7728864133007159e-10,8.724069475443484e-18,4.68230880939109e-10,3.033372625734531e-17,1.0691014441883228e-10,5.55990164926753e-18,3.6430620772339736e-10,2.46566288559312e-17,1.3136975183587188e-10,4.613090355803848e-18,2.312383867375783e-12,1.9682286510398515e-20,-1.0431487384897987e-13,4.329635356451472e-21,5.143075409362925e-10,5.186898550414885e-17,2.0416512825949096e-10,7.029684807194027e-18,1.0674777236417848e-10,5.820688586195562e-19,1.1691444238768413e-10,1.7820370956031225e-19,med1breath
173,5.480378654998143e-10,1.021765953188942e-16,1.544135317580986e-10,9.753381725683008e-18,9.354477748494972e-10,1.2359770097199868e-16,2.9106664185352257e-10,1.0418093927261493e-17,1.2820655127345386e-10,5.314897388453544e-17,4.8571610217834905e-11,9.84550827182642e-18,4.74672024988304e-10,6.906591005129461e-17,1.9160775199568787e-10,6.986300834158461e-18,6.431910862319066e-12,1.9879008851490244e-20,5.459786314682197e-12,4.404546110364464e-21,1.1279799368223591e-10,4.3400948224540764e-16,-3.678854995455466e-11,1.0954272754334588e-17,7.617223519245794e-11,9.353306223963022e-19,1.371036211495633e-10,1.1505456184652968e-18,med2
174,3.1766947200487965e-10,7.461387501358314e-17,1.0255610753043639e-10,6.217403830326122e-18,1.2585532531828892e-10,8.75913731485098e-17,-1.5825018589416698e-11,7.49904391147979e-18,1.855782656864387e-10,3.4938561776354306e-17,5.134353366592658e-11,3.0005142404112157e-18,3.3960448714167414e-12,4.442207018750562e-17,-2.0206227815076324e-11,3.8039488127913874e-18,-4.821042076746712e-12,2.128448929657517e-20,-2.3185238569354824e-12,4.44393213687203e-21,9.856239491015791e-11,9.439434504769342e-17,-2.760937981967202e-13,7.275655531525516e-18,4.93558232288531e-11,6.341285328115886e-19,-2.1349011947968305e-11,3.4829550392564943e-19,think1
175,-4.703882767831319e-10,7.437891361672583e-17,-9.803637041561264e-11,1.1127604155328569e-17,-1.4322597868491622e-10,7.273598521942603e-17,5.315030390596344e-11,1.0308297816649266e-17,-2.7691165270355157e-10,4.055940650614287e-17,-5.5245933960499937e-11,6.707464706965126e-18,1.4069071512129248e-10,4.4284694249778593e-17,1.2740830054120518e-10,5.511379779517e-18,-1.3160411455936303e-11,2.0388374807665032e-20,-5.564325146233688e-12,5.225006366091011e-21,-3.292916909333254e-10,7.653405453877099e-16,-3.1211081341448517e-11,9.719681881108225e-18,3.804525048219545e-12,7.854698901254234e-19,7.502719745022655e-11,8.739930212963766e-19,think2
176,-8.495529106975411e-10,1.2056023850296468e-15,-2.923369192602322e-12,2.3638635824027082e-17,-1.198807646489094e-09,1.2478210876971176e-15,8.085544627108933e-12,2.5348051740080294e-17,-1.0476221281835603e-09,5.342819023738693e-16,-2.1952962805260384e-10,1.5364999467849768e-17,-1.4245073294137107e-09,7.843060533908835e-16,-1.8029045092658697e-11,2.4011095415346928e-17,2.599241368353243e-11,2.1711870595455712e-20,7.849580608487528e-12,5.217341732018156e-21,-1.393026125320604e-09,1.30690918431881e-15,-5.3204203876638405e-11,2.6661354573044708e-17,-4.783415573310973e-11,5.388552025596834e-19,-7.328034953371123e-11,7.826593212013043e-19,med1breath
177,-1.199669751267267e-10,6.953872118651915e-16,-1.4649883464831407e-10,2.4379779101385186e-17,-1.3772031962855808e-10,7.215318691739333e-16,-1.5056176908447127e-10,2.578397991582813e-17,-1.164397534819906e-10,3.237728833948558e-16,-9.866769500620008e-11,1.3080129038119249e-17,-3.2160846163022575e-10,4.546351899189867e-16,-2.791797815831593e-10,2.351512989280237e-17,-1.86241594597306e-11,2.2231874386014644e-20,-6.112382647465629e-12,5.612567613012165e-21,-2.260085849145496e-10,7.905375499316386e-16,-1.781434020326341e-10,2.951488357233048e-17,-1.8277124069312046e-11,5.814763319528049e-19,-1.9996342442034188e-11,6.630380025502694e-19,med2
178,7.758191596809215e-10,1.0364637172660672e-15,1.8874036653798207e-11,2.3668700818744578e-17,9.341856622314452e-10,1.0746242156553193e-15,1.4689210615736342e-10,2.6689881371532773e-17,2.4259396843216403e-10,4.851883884293199e-16,-1.258023620751544e-10,1.1142573662222268e-17,3.715769782893216e-10,6.127718031697507e-16,5.936545587946298e-11,2.4693423370434784e-17,3.421334063872224e-12,2.351838271252556e-20,1.7667423085822143e-14,4.297138264735154e-21,9.089177122179767e-10,1.1798637230290345e-15,4.621904642905567e-11,2.631384324966315e-17,-3.8866877924304397e-11,4.906994401322087e-19,-2.0539409569636768e-11,8.591123694945076e-19,think1
179,8.543355990775505e-10,9.668205428216617e-16,2.19624187828222e-10,2.783675714151588e-17,1.048135100658743e-09,1.0377292994422248e-15,2.5614768865120016e-10,3.1779839800903975e-17,5.760357944679537e-10,4.886108663050422e-16,1.8984843652246071e-10,1.6412997644841433e-17,6.255784896029485e-10,6.760280850545103e-16,2.320475862244495e-11,2.789561878603655e-17,1.2765512176717242e-12,2.7030594301811795e-20,6.176593197209845e-13,4.689661044695777e-21,9.049973470117e-10,1.1132952086206888e-15,2.1803332510846188e-10,3.287732621523148e-17,-3.775538037544955e-11,5.408462082168985e-19,-4.6091329535108105e-11,6.456970989749254e-19,think2
180,3.49412387645413e-10,4.899689870097459e-16,2.2921945545882994e-10,3.819254504372196e-17,4.174013216250327e-10,4.2283014054216806e-16,2.1228267049904767e-10,3.536897513600936e-17,3.0750156478063275e-10,2.3597526292746973e-16,1.6275684346816702e-10,2.1902889953709977e-17,1.8200538409232077e-10,2.517107334759531e-16,1.8171503184084047e-10,2.228306410618869e-17,4.954749158662848e-12,2.2481502416227416e-20,-3.754864893911709e-13,5.1675862075549e-21,5.086263948620395e-10,5.037655304725476e-16,2.5138814338127377e-10,4.0154567482322034e-17,-3.626026574037088e-12,1.7466001122879103e-18,4.688080723376195e-11,1.0410460706998257e-18,med1breath
