Unnamed: 0,F3 alpha mean,F3 alpha psd_mean,F3 beta mean,F3 beta psd_mean,F4 alpha mean,F4 alpha psd_mean,F4 beta mean,F4 beta psd_mean,C3 alpha mean,C3 alpha psd_mean,C3 beta mean,C3 beta psd_mean,C4 alpha mean,C4 alpha psd_mean,C4 beta mean,C4 beta psd_mean,Fp1 alpha mean,Fp1 alpha psd_mean,Fp1 beta mean,Fp1 beta psd_mean,Fp2 alpha mean,Fp2 alpha psd_mean,Fp2 beta mean,Fp2 beta psd_mean,O1 gamma mean,O1 gamma psd_mean,O2 gamma mean,O2 gamma psd_mean,task
65,5.12895140207573e-10,3.960568388077331e-15,-2.2546194264988056e-10,1.7897865638684915e-15,-8.168891243950538e-11,1.037695400666684e-15,-3.0389018610296265e-10,4.2288372360419163e-16,-4.3541799524214176e-10,1.295629661604423e-16,-1.3816615419627278e-10,5.3759141670424804e-17,-4.158252082430367e-10,1.3348778168007857e-16,-1.3937752781097156e-10,4.385720167342241e-17,-9.0727909515588e-12,2.4666319015618727e-20,-2.8020418302170696e-12,4.870830265902871e-21,-2.036346018672454e-09,4.828503788711879e-15,-1.0108174996459022e-11,2.098192471905044e-15,9.99340240789295e-12,2.919980797896434e-18,3.0280756396688163e-12,3.740625353959828e-18,med2
66,7.519418858795733e-10,1.5365207809831598e-16,1.5280038857360862e-10,3.9182072766861666e-17,6.215150908195954e-10,1.2892556017543691e-16,4.741817511061419e-11,3.5602997736222843e-17,5.345737843617373e-10,7.0121391888943e-17,1.1802029937433632e-10,2.0184447499897204e-17,6.000751939837455e-10,7.869603071589884e-17,7.0036041766896826e-12,2.574563897528522e-17,1.3553607426376836e-11,2.045011609689056e-20,3.650699356240503e-12,4.7795886196666495e-21,4.698244362509173e-10,1.6913246936003908e-16,2.3984193678175754e-10,3.988462111632914e-17,1.2565832934836639e-11,3.018784856819073e-19,3.808892513897394e-11,8.147080740137702e-19,think1
67,6.0993895145918e-10,4.13825362574688e-16,3.6870156549224254e-10,1.24517480486485e-16,5.264293988422824e-10,2.234608644793821e-16,2.078836168257548e-10,7.010391126489784e-17,-1.3207144091671187e-10,6.309068624188705e-17,-8.325598778397309e-11,1.6707543081020724e-17,-2.914345697615199e-11,8.000237245405357e-17,-9.477823782681468e-11,2.6787346198304487e-17,4.9699828933402734e-12,2.1318171210114422e-20,1.604278351444917e-12,4.8413003501199375e-21,-3.6066607734045367e-10,5.574792215954985e-16,-5.78916115431593e-10,1.8414957695428547e-16,-9.198403958762691e-11,4.1923753983114864e-19,-6.295246060619454e-11,6.909288245292241e-19,think2
68,-9.457271621518034e-10,1.4783269366081457e-15,-5.459636111087472e-10,2.8319918494922183e-17,-5.549143039080516e-10,1.5154139257261658e-15,-4.6823845668842e-10,2.845821938898693e-17,-6.710092967959453e-10,7.480677704427791e-16,-4.2512493663331815e-10,1.541261668895471e-17,-3.5750827958358847e-10,8.149348928967662e-16,-3.1620491668502055e-10,1.897084918269145e-17,1.8546431735875597e-11,2.2249450289234862e-20,5.497571041453181e-12,4.81470578652483e-21,-6.03951774478484e-10,1.5531988598228576e-15,-4.553751513159071e-10,2.7005266792687174e-17,-1.037581745481764e-10,4.2326408244651016e-19,-8.738643724580794e-11,6.565951185260843e-19,med1breath
69,5.1409225002191627e-11,1.0810718142002462e-15,5.689034702101669e-10,2.826359442653331e-17,-3.0575410314882623e-10,1.1121008250039705e-15,4.2633906567232327e-10,3.230212215249706e-17,-8.667713647491531e-11,5.809155815303604e-16,2.8750463092165905e-10,1.687388628424627e-17,-2.4708162714897603e-10,5.513309920716207e-16,2.1000265719172527e-10,2.0019707180882986e-17,-6.716012610509176e-12,2.023694264597528e-20,-1.2759020837249432e-12,5.788273719893515e-21,-1.2646938538196923e-09,1.223524773545369e-15,1.5630439884306226e-10,3.3286925171470103e-17,2.1280515133249688e-11,4.120104587618061e-19,3.5833955008184405e-11,6.269687247509343e-19,med2
70,-3.374161788041393e-10,1.4102175851049377e-15,1.5195412264922314e-10,2.558941543167387e-17,-1.3790995640440198e-10,1.4287260215979137e-15,1.9308648053738648e-10,2.530842344398487e-17,-3.4423835401963547e-10,7.550948000128624e-16,4.1409950730705865e-11,1.5267289449709886e-17,-1.9009938082414703e-10,7.177866761092488e-16,1.2343811004732843e-10,1.6020094767222805e-17,-2.1219783089862184e-11,2.159273547108177e-20,-4.355660336343865e-12,4.419131934039679e-21,1.4858529096669063e-10,1.4721788218812217e-15,1.750847536020058e-10,2.600207303624992e-17,1.7316537118497997e-11,4.265283228280849e-19,-2.0574936075518235e-11,6.639159629579681e-19,think1
71,-1.096717462229234e-09,1.135468246031816e-15,4.812901522346206e-10,2.9973241431224774e-17,-1.3462159676978726e-09,1.1304373651342976e-15,3.067000425044965e-10,2.882554365273105e-17,-8.486862512046302e-10,6.116829363424066e-16,2.4825646477057634e-10,1.6329788092188914e-17,-6.066722683795205e-10,5.996433328560425e-16,2.607582028194606e-10,2.0624179021288457e-17,2.201714650327238e-12,2.251727667447301e-20,-6.376596624687123e-13,4.3784671467873204e-21,-1.4286716986844403e-09,1.1402849968755576e-15,2.8153290679894715e-10,2.784248966049368e-17,-1.1501616173289501e-10,4.3034458129123803e-19,-1.4257769130595594e-10,7.870473783875328e-19,think2
72,4.2318205964913294e-10,5.482410146740779e-16,-8.429858253990387e-11,8.757156802823025e-18,2.622577861097098e-10,6.412612960544078e-16,-1.9212693377922688e-10,1.024926647715388e-17,3.502199694367394e-10,2.5744250373479637e-16,-8.667076849720814e-13,5.0806376571350564e-18,6.939421314462774e-11,3.826571429799655e-16,-1.0963109524608359e-10,8.224810859011037e-18,-9.521534851499648e-12,2.1055619606961132e-20,-4.10524334380808e-12,5.025894858996788e-21,2.676517434831033e-10,6.784124410069391e-16,-1.5707058711551858e-10,1.1616070919256669e-17,-1.7344281055771074e-11,4.572416952605458e-19,1.5638928014874648e-11,2.402014432356515e-19,med1breath
73,1.5958883694061074e-10,5.077111316187857e-16,-6.517565049215283e-11,8.303544195757093e-18,1.48057945964924e-10,6.2027789974034355e-16,-3.5915074767263465e-11,8.75798820842849e-18,2.9439398091122635e-10,2.332361009481454e-16,-1.4383528731544427e-11,5.014336864776816e-18,2.1464324100152108e-10,3.3428556576380877e-16,6.564610765255035e-11,6.874418304119172e-18,-4.338665742282568e-12,2.0998775782673358e-20,-1.5743037462840454e-12,5.5090824741411504e-21,4.247465699561221e-11,6.155301110507866e-16,-7.442576438308491e-11,9.81810039572691e-18,-2.3693787268735568e-11,4.345069736606275e-19,4.5511185999097106e-12,2.389537415474652e-19,med2
74,-9.972627147722676e-11,4.52612817923838e-16,-8.882591007267195e-11,5.952971547406444e-18,-8.303183020667483e-11,5.14761566690117e-16,-1.6429852556918328e-10,6.707353162809771e-18,-1.2113732659544005e-10,2.1027471635273622e-16,-6.460437640491147e-11,4.040322768138419e-18,-1.0824232745361783e-10,2.9530132285063964e-16,-1.0409283617003515e-10,5.584911990220595e-18,-5.599629184972201e-12,1.9652387450901852e-20,3.452931197690849e-13,5.205345625040202e-21,-2.3244612554528208e-10,5.570864903769671e-16,-1.6135314461069912e-10,6.837167542774252e-18,-2.1629131944943143e-11,5.145239851558726e-19,-3.2413274355635794e-11,2.06026805514566e-19,think1
75,-8.203456053248096e-10,6.658652192300258e-16,2.342401200342495e-12,7.528609046511483e-18,-8.468487803476047e-10,7.928041303218933e-16,-3.4745403601940694e-11,9.516474523516228e-18,-7.406766368277172e-10,3.0247394322400583e-16,-5.3004089057121177e-11,5.081288047466097e-18,-5.98316646676942e-10,4.044566523808032e-16,-1.0576873780751467e-11,7.293298394759613e-18,-7.736093087801885e-12,2.1553742832260927e-20,-2.433678332215639e-12,5.7442392385120616e-21,-8.435896563957253e-10,8.328519376975625e-16,2.34532937508788e-11,1.0432229507363833e-17,4.387867466327671e-11,5.727706352875027e-19,5.015387357918228e-11,2.2626807626755363e-19,think2
76,2.6694724401157084e-10,9.106453581560037e-16,2.436052236149224e-11,3.335317953690604e-17,-2.4977968609141794e-11,9.603326448729882e-16,-1.881944053684401e-11,3.886861849631965e-17,1.98812929259594e-10,5.42797235713199e-16,-5.850573852228041e-11,1.876115758090543e-17,1.718526636392495e-10,6.892182806995879e-16,1.1135964390372916e-10,2.5305505058627986e-17,1.5810465050816948e-11,2.5797342498846447e-20,4.6036259013331355e-12,5.7523311985804564e-21,4.398172961010628e-11,1.038702332969676e-15,-2.7586069543524358e-11,3.3711889187541444e-17,6.991673769140366e-11,1.1504802924769238e-18,1.4806812155510965e-10,2.28966422536362e-18,med1breath
77,6.141395641685447e-11,9.585419629871814e-16,-7.157828383548967e-11,5.687537125989263e-17,-1.948249420618884e-10,9.794738669528433e-16,-1.5071712479322936e-10,6.63562272538498e-17,-3.126958963712376e-11,5.165465364508939e-16,-2.8840807803772805e-11,2.7345420162122255e-17,-8.614177715197898e-11,7.220741246596928e-16,-8.671407420993679e-11,4.531049126112174e-17,3.709292064441912e-12,2.0266637682715726e-20,2.6733822722226068e-12,4.827894928880385e-21,-3.4269542737733363e-10,1.0170024051775449e-15,-1.4402925995630548e-10,5.957235552195439e-17,3.159638135588349e-11,7.911353063485282e-19,6.318141260435732e-11,1.7967043945091128e-18,med2
78,-1.271900745376739e-10,6.789479250293297e-16,-7.611187273763613e-11,4.938248278584006e-17,-2.256720030319402e-10,6.700340652124966e-16,-6.597603193529842e-11,5.349975257507196e-17,-1.2370792947095047e-10,4.492836384233911e-16,-1.3701586031568272e-10,3.0963315721217e-17,-4.4160418150285525e-10,4.760997290594658e-16,-1.1570790776995611e-10,4.439269573111829e-17,1.1782158971257507e-11,2.2623482536703402e-20,5.974547412761227e-12,4.152585605343906e-21,-1.3030804229494622e-10,7.312763739025919e-16,5.730745950127388e-13,5.773166853779462e-17,-1.959244811380889e-10,6.050356270764212e-19,-2.5766998736328074e-10,1.2183650102472501e-18,think1
79,-3.7959750033745696e-10,8.81525445583847e-16,-4.4729423470982567e-10,3.7274829242386786e-17,-5.703962979360208e-10,8.945621419004029e-16,-4.2534113022993607e-10,3.9803310375987066e-17,-2.5487258474248576e-10,5.048713736509383e-16,-2.3549330644662833e-10,1.982730291883261e-17,-8.045407239962617e-10,6.195836808392588e-16,-3.4552042517871485e-10,3.229050502135572e-17,-1.04709779535171e-11,2.117645733642816e-20,-2.96148560077364e-12,4.991507463326397e-21,-4.845315688862126e-10,9.705262275897216e-16,-4.528814578831583e-10,3.9311594493174e-17,-1.6305250292604067e-10,1.1237297293414668e-18,-1.8317232536261927e-10,1.659911285983577e-18,think2
80,1.2509351070288036e-10,1.3578699729747062e-16,1.4805621941375678e-10,2.407858939123936e-17,2.0792528251093104e-10,1.4790172560675023e-16,1.5859348605841575e-10,3.603706345015599e-17,1.1414199288703079e-10,7.38245818612937e-17,1.2760783972226362e-10,1.0252010039931948e-17,2.9473351346484555e-10,1.1887653446471e-16,2.4380316035763163e-10,2.8819489005335304e-17,1.0695732275294076e-11,2.278316635702459e-20,1.1925746519848957e-12,4.4019462599939866e-21,-4.4851726203350335e-10,1.7038357849295058e-16,5.549374411391228e-11,4.133265586083151e-17,-8.649458279397052e-12,4.1687592716429124e-19,-1.1424352239559793e-12,9.286290648587158e-21,med1breath
81,-3.470990623946898e-10,1.0545495906133431e-16,-4.8195559019627847e-11,1.8884617086752918e-17,-4.4085568938736455e-10,1.4561071564231235e-16,-2.0413999533866616e-10,3.5748240707490036e-17,-3.1989376251640897e-10,5.0758028095221125e-17,-7.217163468605673e-11,7.512891351372909e-18,1.6053658257278142e-10,7.82469198030371e-17,7.485002075317906e-11,1.9568327503983537e-17,6.827440936038553e-12,2.3550330771290284e-20,2.9023255929484897e-12,4.727949651846813e-21,-6.057331282758287e-10,1.941306091976504e-16,-2.1992932874431527e-10,4.618682410096718e-17,-2.2229523086926013e-11,4.2318438801747553e-19,1.5342025343797244e-12,2.99333573007214e-19,med2
82,2.1421193667212944e-10,2.1936574903970846e-16,1.6376826902861098e-10,3.817710684995489e-17,1.6373906066322695e-10,2.5282581898698957e-16,2.292831796030457e-11,5.284659114928168e-17,6.758522680396842e-11,1.1076505509787892e-16,8.169655514197818e-11,1.9746460984339482e-17,9.366775033933087e-11,1.7525546741507206e-16,4.120398058285963e-11,3.7891453364316186e-17,-1.4478966937391699e-11,2.0450345053843582e-20,-4.256098566385293e-12,4.8884063158060535e-21,3.1624824891184337e-10,3.1158118351711816e-16,7.000097958974459e-11,5.969744796988885e-17,-1.86823067155848e-11,3.7531072802736483e-19,-1.348985820879663e-13,9.382615509153683e-21,think1
83,5.147072747844978e-10,1.2546903178549964e-16,1.8619580602055038e-10,2.0132802615093346e-17,1.0952268140240667e-10,1.6377672714953764e-16,2.038725066940864e-10,3.1521274542508965e-17,4.796126052541014e-10,6.514328967436554e-17,2.0401851269983515e-10,9.384404684786928e-18,3.1844229282151013e-10,1.0122618645284352e-16,1.6036561262192224e-10,2.3301757920938122e-17,1.1795938840230382e-11,2.595761852293248e-20,6.6131556328280346e-12,5.217288995187323e-21,5.282533826241791e-10,2.0435324361794544e-16,4.3840405595618974e-10,4.4523281739452306e-17,2.141541643461745e-12,4.803197654212453e-19,1.990935043780069e-12,9.809270331032608e-21,think2
84,-1.3040465928339073e-10,1.6398623206086442e-16,-5.4672393539214325e-11,7.840927397437783e-18,-1.3356458132250084e-10,1.5846495447256887e-16,-7.743336386116017e-11,7.985089596458351e-18,-8.827308502937516e-11,9.452287248475183e-17,-4.5750333413584356e-11,4.3857834197434745e-18,-1.2862224118391755e-10,8.001590701943968e-17,-5.766886979169921e-11,4.381032344354897e-18,-6.34498996369234e-12,2.456733482893995e-20,-1.7600509908026352e-12,5.0121811739066964e-21,-1.6490441495102898e-10,1.6820619657871074e-16,-4.032425216629919e-11,1.011308815530859e-17,2.0909905103181817e-11,7.623014304258321e-19,-1.0810232452045882e-11,2.8943575724579763e-18,med1breath
85,4.1105923947402335e-10,1.137116516855833e-16,4.670054511699172e-11,4.92640215485749e-18,3.020607722749594e-10,1.2210999355290158e-16,-9.334754857359004e-12,6.2814551897984474e-18,2.376221666258405e-10,6.132130924456365e-17,5.723116539791082e-11,2.7673421276180587e-18,4.627323879593084e-11,6.627291739859513e-17,-2.039331182270605e-11,4.643561328000804e-18,-1.055680974710273e-11,1.992904276214608e-20,-3.111469993957339e-12,4.667694979211236e-21,3.680512116343239e-10,1.254688036619e-16,-4.3566912372325786e-11,6.9056756563670624e-18,1.7251335009664478e-11,1.6704284806872873e-18,-2.0417723980735e-12,2.889111388758078e-18,med2
86,4.13170786602521e-10,1.0631314824494292e-16,1.2886643987956799e-10,4.7968669865363324e-18,1.9271229858625968e-10,1.1607922916431302e-16,5.214307965587528e-11,6.339486913675508e-18,5.14983342665375e-10,6.349297527021882e-17,1.6687009068430132e-10,3.245719199763252e-18,2.3562053651920417e-10,6.645798270433576e-17,3.239415917735082e-12,4.454761570897335e-18,-5.131628431278587e-12,2.4498129796530995e-20,1.9037415228549e-12,5.297499268704577e-21,1.1145224915123278e-10,1.127084756883615e-16,5.441329070226512e-11,7.113552656843462e-18,2.347839888226349e-11,2.038252444266833e-18,-4.689617708366099e-12,3.386251396284427e-18,think1
87,-5.917672327369287e-11,1.0824577461599308e-16,1.841218076718495e-11,5.203887216278728e-18,-2.633971655879945e-10,1.0258108837573092e-16,-8.149937444586637e-11,5.451373252425843e-18,6.675385279246612e-11,6.730397264557668e-17,5.7002727328450416e-11,3.3292477945595414e-18,-7.792286093826138e-11,4.93586915014266e-17,-9.081450524289956e-11,3.80651462906745e-18,-6.291254114571725e-12,2.2329972568772428e-20,-5.827654370030339e-12,4.264842668606085e-21,2.4146971275680707e-11,1.1530484329165383e-16,-5.4986490525481656e-11,6.90011858624173e-18,4.324288150135985e-11,1.7161162895637705e-18,2.1417150094045823e-11,3.037440252844795e-18,think2
88,2.011258367746484e-10,2.8074475211892337e-16,1.532691040434728e-10,2.779161922972721e-17,5.170191468268573e-10,3.095808474126927e-16,2.7860605575682837e-10,3.1281821247417817e-17,2.9143179233912745e-10,1.12994158344803e-16,1.9453886667600448e-10,1.2156178034175559e-17,4.971022589350243e-10,1.58284976790313e-16,2.2910737787389143e-10,1.8691779942714808e-17,9.351148261158818e-12,2.0337921053953648e-20,6.510792395201625e-12,4.267833721396925e-21,4.736329539143776e-10,3.755432129976228e-16,3.345570587733385e-10,3.595604122364752e-17,-1.0069420060320762e-10,2.197671264759156e-18,3.641786007384149e-11,6.692036712621239e-19,med1breath
89,-4.030616029418461e-10,2.2745433343571785e-16,-2.0146551068230718e-10,3.346762188647296e-17,-3.416205056918595e-10,2.3982220753235096e-16,-1.5747341586449924e-10,3.331363461491233e-17,-1.9116846329666127e-10,1.0116860746789971e-16,-1.1547701219359819e-10,1.5255815886406356e-17,-3.3181026141359256e-10,1.287011315023552e-16,-1.1993066008379315e-10,1.84070649547898e-17,2.530480455230153e-12,2.4192641103545795e-20,3.722736390704352e-12,4.479668358318239e-21,-9.315549142868812e-10,4.030989464655749e-16,-3.5518354391331714e-10,4.314265960181936e-17,-1.0000436180925644e-11,1.7057077294056222e-18,2.9385649728520624e-12,7.372465660039688e-19,med2
90,4.957888048444357e-10,3.529312030836417e-16,-2.186811777684511e-10,2.6932609306478346e-17,5.081393644082433e-10,3.878435522972652e-16,-2.0166038272033403e-10,2.8358652833176466e-17,3.8800900834513406e-10,1.4081541991904776e-16,-1.2595007385525205e-10,1.2314941031249676e-17,4.1122295121923456e-10,1.9771598020144248e-16,-8.292834789575806e-11,1.5315019883619814e-17,-7.773191493791093e-12,2.698873913275873e-20,-3.598811863361483e-12,5.0068129031701255e-21,2.287368971493153e-10,4.446027527686113e-16,-3.6989349332634314e-10,3.206547884758452e-17,6.535151897833739e-13,1.5364400933049782e-18,1.474045995110736e-11,5.871554691802731e-19,think1
91,2.0555840362395968e-10,2.868003390780387e-16,-3.7732773584565786e-11,4.247567104535613e-17,2.788835499184476e-10,3.137114451140203e-16,-3.413818521594197e-11,4.4536267900378426e-17,1.6195142505090987e-10,1.180691331589995e-16,-3.053759437995154e-11,1.9836557511947948e-17,2.285214645337171e-10,1.7255635470873624e-16,-3.0988983170998106e-11,2.460500412178973e-17,4.449889034574564e-12,2.2342923417901063e-20,2.883941985723452e-12,4.936499116731026e-21,9.826926981578091e-11,3.9227421704849166e-16,-8.252458022368419e-11,5.4814308562158307e-17,-4.3336653047808186e-11,1.1495734521385673e-18,2.2181754770794808e-11,6.677823075047126e-19,think2
92,5.553340686739414e-10,9.40812151625116e-17,1.4810335099814744e-10,6.979253633771257e-18,6.04502968514213e-10,1.0020069447359664e-16,1.4688937066220648e-10,7.148097802560003e-18,5.757620356026195e-10,5.290301594215012e-17,1.4627524772565364e-10,4.225517892775692e-18,3.5409952720266317e-10,7.461594427931791e-17,9.34129953706168e-11,6.853112366780882e-18,-2.1808432164002605e-12,2.1213201871361126e-20,-1.5411321959341326e-12,5.153688251152402e-21,6.493999305072056e-10,1.0886405851619098e-16,1.9628661375105128e-10,7.812040359574167e-18,1.036696177420212e-11,2.8692039632160493e-19,-7.250151853377692e-12,2.665681951928833e-19,med1breath
93,3.9781644976091537e-10,8.938245112707114e-17,-4.6459243575983486e-11,6.088217272845828e-18,5.667728190473025e-10,9.95587042020891e-17,2.593151804613761e-12,7.11024843997096e-18,2.564633261273863e-11,4.8039139906152227e-17,-8.51736016536695e-11,4.355209180814738e-18,4.4441477765876016e-10,6.761964847167425e-17,7.963153867226144e-11,6.594849647042071e-18,1.1416202378002971e-11,2.4348750778795882e-20,5.14371595624649e-12,4.79325508106976e-21,5.412520984306591e-10,1.0644387667546603e-16,-4.4872048734699896e-11,7.307434570305904e-18,8.671628320171478e-12,2.750628131258706e-19,3.4585573690032675e-11,2.153276329121823e-19,med2
94,-1.3612428212311701e-10,5.805780947524962e-17,-8.609713974196871e-11,6.440111550906163e-18,-4.0789544519009183e-10,6.812775783976351e-17,-2.481406438849557e-10,7.870683719907274e-18,1.1150841076140896e-10,3.14084199725868e-17,1.4892520830472168e-11,4.2538816513034345e-18,-3.542415875447542e-10,5.638573291869031e-17,-2.0018607970863483e-10,7.738059523403623e-18,-1.971465603576517e-11,2.4370048068576463e-20,-6.333578861611518e-12,5.422867968921536e-21,-2.782654445621107e-10,7.01962124638098e-17,-1.905060664172924e-10,7.078626262493888e-18,-2.846872528665842e-12,3.1508641435442973e-19,-2.5522575961826907e-11,2.8253054760624163e-19,think1
95,2.8433985966124326e-11,6.119094729465509e-17,-3.452264447066435e-11,6.15734995962955e-18,-1.4501473142055627e-10,5.455480469835448e-17,-1.0696137893331972e-10,6.930618325129752e-18,-1.2766525956176663e-10,3.1404093587457335e-17,-7.636751292682972e-11,4.1729152676515e-18,-1.634569109931088e-10,1.649390466066766e-16,-5.1651224248612396e-11,1.4644203131109882e-17,5.752475029686652e-12,2.0151598839656402e-20,1.6878800521966206e-12,4.8630529455886186e-21,-7.949086748877312e-11,6.688845569201961e-17,-4.9285851332909657e-11,8.248266145622614e-18,4.325833025885004e-11,3.241729801501708e-19,2.8438137182522732e-11,3.3208724649144253e-19,think2
96,1.653814302715685e-11,8.8146034719940225e-16,2.570814523393892e-11,2.2951535797681707e-17,-3.0029937200203777e-10,8.655283523563332e-16,3.6208436234791506e-11,2.5762652531952498e-17,6.329256744203839e-11,5.154709245383278e-16,8.122381674399836e-12,1.4958675786055745e-17,1.6057184934999187e-10,5.926366923511451e-16,7.563359535460933e-11,1.7055750286172452e-17,8.095021273528002e-12,2.15267704484044e-20,-6.834258302950965e-13,5.062150166971698e-21,-2.7421945630289044e-10,8.84780035027341e-16,-4.024238272183617e-11,2.401197716706601e-17,3.0510512864826376e-11,5.750982346577182e-19,-2.5625814837549238e-11,6.54637267002793e-19,med1breath
97,-1.5840847270588912e-10,5.430190899512216e-16,1.0061116191608731e-10,2.824126602720342e-17,-2.938949421613152e-10,5.811957238129514e-16,6.345395495925267e-11,3.2693190949251704e-17,-1.4286841514384962e-10,2.3826915173944503e-16,3.0805161715150094e-11,1.3335192251516033e-17,-2.1190718279933346e-10,3.321276680055458e-16,5.68695797021451e-12,1.4863643660080833e-17,1.1103442101583198e-12,2.3715577243279056e-20,2.1374454886616425e-12,5.458299037505468e-21,-2.298606993985008e-10,6.142324606912558e-16,1.2889797016216387e-10,2.627109042108517e-17,-9.218526368730531e-12,7.469437912041628e-19,6.413910683558774e-12,7.755573383859476e-19,med2
98,1.0405040584493443e-10,5.62555762065343e-16,6.605298554718523e-11,1.6737630500386028e-17,2.711105209071907e-10,5.87755737826507e-16,5.138916441395554e-11,1.7089632605874146e-17,-9.311213066881592e-11,2.71249620891892e-16,1.074332572827239e-10,1.0482908954375578e-17,3.627847848989944e-11,3.7000198064752734e-16,2.3531736810612707e-11,1.2979385604356037e-17,7.265997975691522e-12,2.2057639788134562e-20,1.2557787864121586e-12,5.5073554926517104e-21,2.8100865223126157e-10,5.998785605570476e-16,2.461116340303586e-11,1.8184147677024325e-17,5.427526156281327e-12,5.100330404742663e-19,-1.6505523564293518e-11,3.714133300166624e-19,think1
99,1.0436539042710055e-09,5.783647139209558e-16,2.2504771975608248e-11,1.938774428099419e-17,1.0900938455960467e-09,5.887454674948408e-16,8.124744227334008e-11,2.146823947118693e-17,9.192038587144007e-10,3.330516482199163e-16,8.244324453701009e-11,1.2538665103476057e-17,7.230469289485812e-10,4.2104723952639287e-16,1.3816033557879576e-10,1.568154192269449e-17,1.4676959114787586e-11,2.571572912140806e-20,4.69054114767978e-12,4.739690260866851e-21,1.2681002137651e-09,5.982432162284171e-16,1.4097961123521426e-10,2.0240345463148628e-17,6.80696793401217e-11,4.27659137053536e-19,5.658744822029488e-11,4.839495188692337e-19,think2
100,2.3531355657425277e-10,5.763464091803075e-16,1.0190187275993663e-10,1.8181812933238305e-17,4.01540267172775e-10,5.933878887119699e-16,1.4111794146453276e-10,1.980919908216396e-17,8.312607103937379e-11,2.5265899896734743e-16,1.0655900769977484e-10,8.021511662593734e-18,2.812135038309152e-10,3.3363524058680326e-16,5.414089760690205e-11,1.3292407061774101e-17,8.202147535034599e-12,2.2702039833421462e-20,-3.953321103654489e-13,5.078907631208266e-21,3.50322030844283e-10,6.232800826391838e-16,1.0561046375523816e-10,1.884393535967933e-17,1.1965580927611066e-11,3.854877419606812e-19,3.751253318361736e-12,5.678507426804276e-19,med1breath
101,-3.4556907614895795e-10,7.340455319766213e-16,-1.2992789167910704e-11,1.92353508020988e-17,-2.9093082661751747e-10,7.45341465273628e-16,-9.539887064636954e-11,2.072773431306952e-17,-2.7381806566619804e-10,3.155937191857029e-16,-1.911429224491681e-12,8.212294387818908e-18,-3.7880591172410815e-10,3.7245908553587495e-16,-2.410669730116336e-11,1.3013121489754985e-17,-8.025366371191775e-12,2.2352260694473703e-20,-1.849718562221086e-12,5.348081698184986e-21,-1.0022441969230768e-10,7.579281399416508e-16,-9.22633374517174e-11,2.042604644812452e-17,-6.642992418559276e-11,3.734153938927495e-19,-4.2704738204189256e-11,5.839003145996046e-19,med2
102,8.736175344753636e-10,5.881006537062279e-16,1.3549132885593378e-10,1.847876052556728e-17,1.2635517271978331e-09,6.582082482581579e-16,2.3633296250852163e-10,2.097888288511373e-17,2.8616268678058856e-10,2.5542621612994127e-16,3.765752811519183e-11,7.902221167335004e-18,7.258389979935402e-10,3.6263725627223164e-16,1.3753733051481927e-10,1.4005940180732578e-17,-1.039490690509431e-11,2.152043949360293e-20,-2.6027255149219986e-12,4.552191533003824e-21,1.3258117614721852e-09,6.8527752846729475e-16,1.645829912333978e-10,2.056680690684251e-17,1.1686763367987528e-11,4.936057293377552e-19,1.2934041689359672e-11,5.654993733007981e-19,think1
103,3.893890008104879e-10,5.6238333250217e-16,-3.396198748728016e-11,1.6968744934740498e-17,6.229550911688597e-10,5.656832017122554e-16,1.0965328192276976e-11,1.661511738758556e-17,2.2129117947226717e-10,2.549912230336403e-16,-2.988291971049116e-11,7.497902498173793e-18,5.825424816372294e-10,2.9285779873457387e-16,2.6765636736127288e-11,1.2944700283559094e-17,-7.067738962328879e-13,2.3127166266632e-20,-2.363805624212604e-12,4.501026702020148e-21,6.40103240154274e-10,6.006041464034824e-16,3.2847947291636496e-11,1.7797641819223602e-17,-2.2777199626926083e-11,4.193311937494111e-19,-2.6637068484642027e-11,5.922338257803853e-19,think2
104,1.58221391146382e-10,8.874204858217393e-16,-2.6923122449056048e-11,5.506912557276962e-18,2.6033553996274315e-10,8.334987902548613e-16,5.116810897351925e-12,5.4706428602854704e-18,1.3318959271002462e-10,6.268826756149418e-16,-1.9610974660549493e-11,4.8611108279071e-18,2.1467717870794867e-10,5.113547422049349e-16,7.8483256939424e-13,3.929817277182797e-18,-1.851596295340194e-11,2.0781228421777087e-20,-8.072211880241364e-12,5.1109668260616735e-21,2.3802132012458845e-10,9.220882017206193e-16,-2.867335870761269e-11,6.0232271736258905e-18,-2.2314890251732933e-11,3.882764155766784e-19,2.2602272298504423e-11,8.865080914093262e-19,med1breath
105,3.4945472869572e-11,8.331930487462382e-16,-2.4819390994360727e-11,5.659990820239168e-18,-1.0146237999328568e-10,8.243926183162395e-16,-6.853281211199323e-11,5.5507463010141065e-18,1.5778571915583547e-10,5.58046858120118e-16,-9.318315701937756e-12,4.645434128384552e-18,-3.1115956432145386e-12,5.332602559535213e-16,2.1727942570403846e-11,3.914732350455228e-18,1.1351897797503566e-11,2.5224034706784143e-20,6.533109896042047e-13,5.432481964768329e-21,-1.2229077564826715e-10,8.667923506308966e-16,-7.225261970228149e-11,6.608201285025161e-18,1.3466011869681404e-11,9.000207549572677e-19,-3.739914899871743e-11,2.3784628988165573e-18,med2
